direction,duration,trigger,stim_type,grating_freq,corr_ans,resp.rt,resp.keys,resp.corr,t0,a,lambda
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,0.9286383000435308,j,0.0,0.013,1.21,12
decrement,0.24,42.0,oddball,20.0,j,0.5308506000437774,j,1.0,0.013,1.21,8
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.36,43.0,oddball,20.0,j,None,None,0.0,0.013,1.21,10
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.48,44.0,oddball,20.0,j,1.0476413000142202,j,1.0,0.013,1.21,11
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.84,47.0,oddball,20.0,j,0.926706700003706,j,1.0,0.013,1.21,14
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.96,48.0,oddball,20.0,j,None,None,0.0,0.013,1.21,15
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.72,46.0,oddball,20.0,j,1.0374923000345009,j,1.0,0.013,1.21,13
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.013,1.21,12
