direction,duration,trigger,stim_type,grating_freq,corr_ans,resp.rt,resp.keys,resp.corr,t0,a,lambda
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.84,17.0,oddball,5.0,j,1.4230169001966717,j,1.0,0.011,1.1,23
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.96,18.0,oddball,5.0,j,0.4854218000546098,j,1.0,0.011,1.1,24
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.72,16.0,oddball,5.0,j,None,None,0.0,0.011,1.1,21
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.36,13.0,oddball,5.0,j,0.6819653995335102,j,1.0,0.011,1.1,15
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,0.8207473997026682,j,0.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.24,12.0,oddball,5.0,j,0.6256173001602292,j,1.0,0.011,1.1,12
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,0.5348383001983166,j,0.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,0.5184794003143907,j,0.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,0.7023878004401922,j,0.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.48,14.0,oddball,5.0,j,0.9261119998991488,j,1.0,0.011,1.1,18
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.84,17.0,oddball,5.0,j,0.3882873002439737,j,1.0,0.011,1.1,23
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.96,18.0,oddball,5.0,j,0.4426252003759146,j,1.0,0.011,1.1,24
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.72,16.0,oddball,5.0,j,0.3084335997700691,j,1.0,0.011,1.1,21
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.24,12.0,oddball,5.0,j,0.5372165003791451,j,1.0,0.011,1.1,12
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.36,13.0,oddball,5.0,j,0.5353529993444681,j,1.0,0.011,1.1,15
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.48,14.0,oddball,5.0,j,1.0441461000591516,j,1.0,0.011,1.1,18
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.84,17.0,oddball,5.0,j,None,None,0.0,0.011,1.1,23
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.72,16.0,oddball,5.0,j,0.7178713995963335,j,1.0,0.011,1.1,21
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
increment,0.96,18.0,oddball,5.0,j,0.6580775994807482,j,1.0,0.011,1.1,24
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.36,13.0,oddball,5.0,j,0.8300417000427842,j,1.0,0.011,1.1,15
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,1.00430510006845,j,0.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.24,12.0,oddball,5.0,j,0.7455014996230602,j,1.0,0.011,1.1,12
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.48,14.0,oddball,5.0,j,0.6083726994693279,j,1.0,0.011,1.1,18
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,11.0,standard,5.0,None,None,None,1.0,0.011,1.1,20
