grating_freq,blocks_prac.thisRepN,blocks_prac.thisTrialN,blocks_prac.thisN,blocks_prac.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,repeat_freq.thisRepN,repeat_freq.thisTrialN,repeat_freq.thisN,repeat_freq.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,rest_loop.thisRepN,rest_loop.thisTrialN,rest_loop.thisN,rest_loop.thisIndex,instruct_prac_text.started,instruct_prac_text.stopped,b_instruct_text_2_.started,b_instruct_text_2_.stopped,prac_done_text.started,prac_done_text.stopped,instruct_text.started,instruct_text.stopped,fixation.started,fixation.stopped,grating.started,grating.stopped,blank.started,blank.stopped,resp.keys,resp.corr,resp.started,resp.stopped,direction,duration,trigger,stim_type,corr_ans,scaling,resp.rt,rest_text.started,rest_text.stopped,text_2.started,text_2.stopped,thx_txt.started,thx_txt.stopped,gender,age,participant,language,main_hand,nBlock_prac,file_suffix,date,expName,psychopyVersion,frameRate,
5,,,,,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,65.42794340004912,None,81.7589434000547,None,87.1164328000159,None,159.54338360001566,None,164.4565500000026,None,165.195941700018,165.80697220005095,165.74022210005205,167.74124270002358,None,1,0.6112332500633784,2.612282350077294,decreament,0.6,11,standard,None,100,,,,,,,,m,23,201,en,r,0,raw,2022-05-03_11h14.46.709,oddball,2022.1.2,59.9631466486753,
5,,,,,0,0,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,167.75784490001388,None,168.35843260004185,168.95830440003192,168.9416588000022,170.94218340003863,None,1,0.6119671499473043,2.612433649948798,decreament,0.6,11,standard,None,100,,,,,,,,m,23,201,en,r,0,raw,2022-05-03_11h14.46.709,oddball,2022.1.2,59.9631466486753,
5,,,,,0,0,0,1,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,170.95885620004265,None,171.70885670004645,172.3095138000208,172.29297530004987,174.29353470000206,None,1,0.6146007500356063,2.615094050008338,decreament,0.6,11,standard,None,100,,,,,,,,m,23,201,en,r,0,raw,2022-05-03_11h14.46.709,oddball,2022.1.2,59.9631466486753,
5,,,,,0,0,0,1,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,174.3102025000262,None,174.91088890004903,175.51058410003316,175.493983100052,177.4947745000245,None,1,0.6132974500069395,2.614143349986989,decreament,0.6,11,standard,None,100,,,,,,,,m,23,201,en,r,0,raw,2022-05-03_11h14.46.709,oddball,2022.1.2,59.9631466486753,
5,,,,,0,0,0,1,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,177.5116572000552,None,178.16169269999955,178.7619726000121,178.74520730000222,180.74640030000592,None,1,0.6133930500363931,2.6146756500238553,decreament,0.6,11,standard,None,100,,,,,,,,m,23,201,en,r,0,raw,2022-05-03_11h14.46.709,oddball,2022.1.2,59.9631466486753,
5,,,,,0,0,0,1,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,180.7624864000245,None,181.32972320000408,181.9299255000078,181.91355170001043,183.91417990002083,None,1,0.6122375500272028,2.612521250033751,decreament,0.6,11,standard,None,100,,,,,,,,m,23,201,en,r,0,raw,2022-05-03_11h14.46.709,oddball,2022.1.2,59.9631466486753,
5,,,,,0,0,0,1,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,183.93043300003046,None,184.5142659000121,184.99767550005345,184.96433970000362,186.96520410000812,None,0,0.48013875004835427,2.4810151500278153,decreament,0.48,14,oddball,j,80,,,,,,,,m,23,201,en,r,0,raw,2022-05-03_11h14.46.709,oddball,2022.1.2,59.9631466486753,
5,,,,,0,0,0,1,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,186.9814620000543,None,187.54885770002147,188.1486877000425,188.1323473000084,190.13293140003225,None,1,0.6114029500167817,2.611984150018543,decreament,0.6,11,standard,None,100,,,,,,,,m,23,201,en,r,0,raw,2022-05-03_11h14.46.709,oddball,2022.1.2,59.9631466486753,
5,,,,,0,0,0,1,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,190.14961410005344,None,190.8833579000202,191.48323440004606,191.46665550000034,193.46724120003637,None,1,0.6092417500331067,2.6097924500354566,decreament,0.6,11,standard,None,100,,,,,,,,m,23,201,en,r,0,raw,2022-05-03_11h14.46.709,oddball,2022.1.2,59.9631466486753,
5,,,,,0,0,0,1,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,193.48383860004833,None,194.1852413000306,194.78446280001663,194.76792990003014,196.7686169000226,None,1,0.6121144500211813,2.6128005500067957,decreament,0.6,11,standard,None,100,,,,,,,,m,23,201,en,r,0,raw,2022-05-03_11h14.46.709,oddball,2022.1.2,59.9631466486753,
