grating_freq,blocks_prac.thisRepN,blocks_prac.thisTrialN,blocks_prac.thisN,blocks_prac.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,repeat_freq.thisRepN,repeat_freq.thisTrialN,repeat_freq.thisN,repeat_freq.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,rest_loop.thisRepN,rest_loop.thisTrialN,rest_loop.thisN,rest_loop.thisIndex,instruct_prac_text.started,instruct_prac_resp.started,b_instruct_text_2_.started,b_instruct_resp_2_.started,prac_done_text.started,prac_done_resp.started,instruct_text.started,instruct_resp.started,fixation.started,fixation.stopped,grating.started,blank.started,grating.stopped,resp.started,blank.stopped,resp.stopped,resp.keys,resp.corr,direction,duration,trigger,stim_type,corr_ans,scaling,resp.rt,rest_text.started,rest_resp.started,text_2.started,text_2.stopped,thx_txt.started,gender,age,participant,language,main_hand,nBlock_prac,file_suffix,date,expName,psychopyVersion,frameRate,
5,,,,,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,27.536567599978298,27.536567599978298,41.599311999976635,41.599311999976635,60.21697049983777,60.21697049983777,75.15929289977066,75.15929289977066,79.61792239989154,80.2152752999682,80.2152752999682,80.80030929995701,80.81696929992177,0.6155640000943094,82.8153544999659,2.630601800046861,None,1,decreament,0.6,11,standard,None,100,,,,,,,m,22,238,fr,r,0,raw,2023-04-26_09h45.12.787,oddball,2022.2.5,60.02851349547347,
5,,,,,0,0,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,82.83198849996552,83.48143439996056,83.48143439996056,84.08099989988841,84.08099989988841,0.6156216999515891,86.09600679995492,2.630630800034851,None,1,decreament,0.6,11,standard,None,100,,,,,,,m,22,238,fr,r,0,raw,2023-04-26_09h45.12.787,oddball,2022.2.5,60.02851349547347,
5,,,,,0,0,0,1,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,86.11267499998212,86.87868929980323,86.87868929980323,87.47817979985848,87.47817979985848,0.6152373000513762,89.49316459987313,2.6302175999153405,None,1,decreament,0.6,11,standard,None,100,,,,,,,m,22,238,fr,r,0,raw,2023-04-26_09h45.12.787,oddball,2022.2.5,60.02851349547347,
5,,,,,0,0,0,1,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,89.50974429980852,90.15947929979302,90.15947929979302,90.75878739985637,90.75878739985637,0.5990963999647647,92.77382039977238,2.614015100058168,None,1,decreament,0.6,11,standard,None,100,,,,,,,m,22,238,fr,r,0,raw,2023-04-26_09h45.12.787,oddball,2022.2.5,60.02851349547347,
5,,,,,0,0,0,1,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,92.77382039977238,93.30670329998247,93.30670329998247,93.90610629995354,93.90610629995354,0.6153250997886062,95.9212837999221,2.63050949992612,None,1,decreament,0.6,11,standard,None,100,,,,,,,m,22,238,fr,r,0,raw,2023-04-26_09h45.12.787,oddball,2022.2.5,60.02851349547347,
5,,,,,0,0,0,1,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,95.93799889995717,96.60427919984795,96.60427919984795,96.9537067997735,96.97042489983141,0.36574269994162023,98.96876139985397,2.380797900026664,None,0,decreament,0.36,13,oddball,j,60,,,,,,,m,22,238,fr,r,0,raw,2023-04-26_09h45.12.787,oddball,2022.2.5,60.02851349547347,
5,,,,,0,0,0,1,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,98.9853396997787,99.58491629990749,99.58491629990749,100.18452459992841,100.18452459992841,0.6155592000577599,102.19947479991242,2.6304675999563187,None,1,decreament,0.6,11,standard,None,100,,,,,,,m,22,238,fr,r,0,raw,2023-04-26_09h45.12.787,oddball,2022.2.5,60.02851349547347,
5,,,,,0,0,0,1,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,102.21610519988462,102.88218659977429,102.88218659977429,103.48171879979782,103.48171879979782,0.6152212999295443,105.49659969983622,2.630115699954331,None,1,decreament,0.6,11,standard,None,100,,,,,,,m,22,238,fr,r,0,raw,2023-04-26_09h45.12.787,oddball,2022.2.5,60.02851349547347,
5,,,,,0,0,0,1,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,105.51319719990715,106.12966439989395,106.12966439989395,106.72904659993947,106.72904659993947,0.5990464000497013,108.74407549994066,2.6139257999602705,None,1,decreament,0.6,11,standard,None,100,,,,,,,m,22,238,fr,r,0,raw,2023-04-26_09h45.12.787,oddball,2022.2.5,60.02851349547347,
5,,,,,0,0,0,1,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,108.74407549994066,109.34349929983728,109.34349929983728,109.94299719994888,109.94299719994888,0.5991746999789029,111.95827659987845,2.6139777000062168,j,0,decreament,0.6,11,standard,None,100,0.5580016002058983,,,,,,m,22,238,fr,r,0,raw,2023-04-26_09h45.12.787,oddball,2022.2.5,60.02851349547347,
