,nonadapt,adapt,novel
0,None,None,None
1,None,None,None
2,None,None,None
3,None,None,None
4,None,None,None
5,None,None,None
6,None,None,None
7,None,None,None
8,None,None,None
9,None,None,None
10,j,j,j
11,None,None,None
12,None,None,None
13,None,None,None
14,None,None,None
15,None,None,None
16,j,None,j
17,None,None,None
18,None,None,None
19,None,None,None
20,None,None,None
21,None,None,None
22,None,None,None
23,None,None,None
24,None,None,None
25,None,None,None
26,None,None,None
27,None,None,None
28,None,None,None
29,None,None,None
30,None,j,None
31,None,j,None
32,None,j,j
33,None,j,None
34,None,None,None
35,None,j,None
36,j,None,None
37,None,j,None
38,j,None,j
39,j,j,None
40,None,j,None
41,None,j,None
42,None,None,None
43,None,None,None
44,None,None,None
45,j,j,None
46,j,None,None
47,None,None,None
48,j,None,None
49,None,j,None
50,j,j,None
51,None,None,None
52,None,j,None
53,j,j,None
54,j,j,j
55,None,j,None
56,None,j,None
57,j,j,None
58,None,None,None
59,None,j,None
60,None,None,None
61,None,j,None
62,None,None,None
63,None,None,None
64,None,None,None
65,None,None,None
66,None,j,j
67,j,None,None
68,None,None,None
69,None,j,None
70,None,None,None
71,None,None,None
72,None,j,None
73,None,None,None
74,None,None,None
75,None,None,None
76,None,None,None
77,None,None,None
78,None,None,None
79,j,None,None
80,None,j,None
81,None,None,None
82,None,None,None
83,None,None,None
84,None,j,None
85,None,None,None
86,j,j,j
87,None,j,None
88,None,None,j
89,None,None,None
90,None,j,None
91,None,None,None
92,None,None,None
93,None,None,None
94,None,None,None
95,j,j,j
96,None,None,None
97,None,None,None
98,None,None,None
99,None,None,None
100,j,None,None
101,j,j,None
102,j,None,None
103,None,j,None
104,None,j,None
105,None,None,None
106,None,None,None
107,None,None,None
108,None,j,None
109,j,None,None
110,None,None,None
111,None,None,None
112,j,j,None
113,None,None,None
114,None,None,None
115,None,j,None
116,j,j,None
117,None,None,None
118,None,j,None
119,None,None,None
120,None,None,None
121,None,None,None
122,None,None,None
123,None,None,None
124,j,None,None
125,None,None,None
126,None,None,None
127,None,None,None
128,None,None,None
129,None,None,None
130,None,None,None
131,None,j,None
132,None,None,None
133,None,None,j
134,None,None,None
135,None,None,None
136,None,None,None
137,None,j,None
138,j,None,None
139,None,j,None
140,j,None,j
141,None,j,None
142,None,None,None
143,None,None,j
144,None,None,None
145,j,j,None
146,None,j,None
147,j,j,None
148,None,j,None
149,None,j,None
150,j,None,None
151,None,None,None
152,None,None,None
153,None,None,None
154,j,None,None
155,None,None,None
156,None,None,None
157,None,None,None
158,j,None,None
159,None,None,None
160,None,None,None
161,None,None,None
162,j,None,j
163,None,None,None
164,j,None,None
165,None,None,None
166,j,None,None
167,None,None,None
168,None,j,None
169,None,None,None
170,None,None,None
171,None,j,None
172,None,None,None
173,j,None,None
174,None,None,None
175,None,None,None
176,None,None,None
177,None,None,None
178,j,None,j
179,j,None,j
180,j,j,None
181,None,j,None
182,None,None,None
183,None,j,None
184,None,None,None
185,None,j,None
186,None,j,None
187,None,None,None
188,None,j,None
189,j,None,j
190,None,None,None
191,None,None,None
192,None,j,None
193,j,None,None
194,None,None,None
195,None,j,None
196,None,None,None
197,None,None,None
198,None,None,None
199,None,j,None
200,j,None,None
201,j,j,None
202,None,j,None
203,j,None,None
204,None,None,None
205,None,None,None
206,None,None,None
207,j,j,j
208,None,None,None
209,None,None,None
210,j,None,None
211,None,None,None
212,None,None,None
213,None,None,None
214,None,None,None
215,None,None,None
216,j,None,None
217,None,None,None
218,j,None,None
219,j,None,None
220,j,None,j
221,None,None,None
222,None,None,None
223,j,None,None
224,None,None,None
225,j,None,None
226,None,None,None
