,nonadapt,adapt,novel
227,None,None,None
228,None,None,None
229,None,j,None
230,None,None,None
231,j,j,j
232,None,j,j
233,None,None,None
234,None,None,None
235,None,None,None
236,None,None,None
237,None,None,None
238,None,None,None
239,None,None,None
240,None,None,None
241,None,None,None
242,None,j,None
243,None,j,None
244,None,j,None
245,None,None,None
246,None,None,None
247,None,None,None
248,None,None,None
249,None,j,None
250,j,None,j
251,None,j,None
252,None,j,None
253,None,None,None
254,j,None,None
255,None,j,None
256,None,j,None
257,None,None,None
258,None,None,j
259,None,None,None
260,None,None,None
261,None,None,None
262,None,None,None
263,None,None,None
264,None,j,None
265,None,None,None
266,j,None,None
267,None,None,None
268,None,None,None
269,None,None,None
270,None,None,None
271,None,None,None
272,None,None,None
273,None,None,None
274,None,None,None
275,j,j,j
276,None,None,None
277,None,None,None
278,None,None,None
279,j,None,j
280,None,None,None
281,None,None,j
282,None,None,None
283,None,None,None
284,None,None,None
285,None,None,None
286,j,j,None
287,None,None,None
288,None,None,None
289,None,None,None
290,j,None,None
291,None,None,None
292,None,j,None
293,None,None,None
294,None,None,None
295,None,None,None
296,None,None,None
297,None,None,None
298,None,j,None
299,None,None,None
300,j,None,None
301,None,None,None
302,None,None,None
303,None,None,None
304,None,None,None
305,None,j,None
306,None,j,None
307,None,None,j
308,None,None,None
309,None,None,None
310,None,None,None
311,None,j,None
312,None,None,None
313,j,None,None
314,None,None,None
315,None,None,None
316,None,j,None
317,None,j,None
318,None,None,None
319,None,None,None
320,None,None,None
321,None,None,None
322,None,None,None
323,None,None,None
324,j,None,None
325,None,None,None
326,None,j,None
327,None,None,None
328,None,None,None
329,None,None,None
330,None,None,None
331,None,None,None
332,None,None,None
333,None,None,None
334,None,None,None
335,j,None,None
336,None,None,None
337,j,None,None
338,None,None,None
339,j,j,j
340,None,None,None
341,None,None,None
342,None,None,None
343,None,None,None
344,j,None,None
345,j,None,None
346,None,j,None
347,None,None,None
348,None,None,None
349,None,None,None
350,None,None,None
351,None,None,None
352,None,None,None
353,None,None,None
354,j,None,j
355,None,None,j
356,j,None,None
357,None,None,None
358,None,None,None
359,None,None,None
360,None,None,None
361,None,None,None
362,None,None,None
363,None,None,None
364,None,None,None
365,None,None,None
366,None,None,None
367,None,None,None
368,None,None,None
369,None,None,None
370,None,None,None
371,None,None,None
372,None,None,None
373,None,None,None
374,j,j,j
375,None,None,None
376,None,None,None
377,None,None,None
378,None,None,None
379,None,None,None
380,None,None,None
381,None,None,None
382,None,None,None
383,None,j,j
384,j,None,j
385,None,None,None
386,None,None,None
387,None,None,None
388,None,None,None
389,None,None,None
390,None,None,None
391,None,None,None
392,None,None,None
393,j,None,None
394,None,None,None
395,None,None,None
396,None,None,None
397,None,None,None
398,None,None,None
399,j,None,j
400,None,None,None
401,None,None,None
402,None,None,None
403,j,None,None
404,None,None,None
405,None,None,None
406,None,None,None
407,j,None,j
408,j,None,None
409,None,None,None
410,None,None,None
411,None,None,None
412,None,None,None
413,None,None,None
414,None,None,None
415,None,None,None
416,j,j,j
417,None,None,j
418,None,None,None
419,j,None,None
420,None,None,None
421,None,None,None
422,None,None,None
423,None,None,None
424,None,None,j
425,j,None,j
426,None,None,None
427,None,None,None
428,None,None,None
429,None,None,j
430,None,None,j
431,None,None,None
432,None,None,None
433,None,None,None
434,None,None,None
435,None,None,None
436,None,None,None
437,None,None,j
438,None,None,None
439,None,None,None
440,None,None,None
441,None,None,None
442,None,None,None
443,None,None,None
444,None,None,None
445,None,None,None
446,None,None,None
447,None,None,None
448,None,None,None
449,None,None,None
450,None,None,None
451,None,None,j
452,None,None,None
453,None,None,None
454,None,None,None
455,j,j,j
456,None,None,None
457,None,None,None
458,j,None,None
459,None,None,None
460,j,j,j
461,None,None,None
462,None,None,None
463,None,None,None
464,None,None,None
465,None,None,None
466,j,None,None
467,None,None,None
468,None,None,None
469,None,None,None
470,None,None,None
471,None,None,None
472,None,None,None
473,None,None,None
474,j,None,None
475,j,None,None
476,None,None,None
477,None,None,None
478,None,None,None
479,None,None,None
480,None,None,None
481,None,None,None
482,None,None,None
483,None,None,None
484,None,None,None
485,None,None,None
486,None,None,None
487,None,None,None
488,None,None,None
489,None,None,None
490,j,None,j
491,None,None,None
492,None,None,None
493,None,None,None
494,None,None,None
495,None,None,None
496,None,None,None
497,None,None,None
498,None,None,None
499,None,None,None
500,None,None,None
501,None,None,None
502,None,None,None
503,None,None,None
504,None,None,None
505,None,None,None
506,None,None,None
507,None,None,None
508,None,None,None
509,None,None,None
510,None,None,None
511,None,None,None
512,None,None,None
513,None,None,None
514,None,None,None
515,None,None,None
516,None,None,None
517,None,None,None
518,None,None,None
519,None,None,j
520,None,None,None
521,None,None,None
522,j,None,None
523,j,j,j
524,None,None,None
525,None,None,None
526,None,None,None
527,None,None,None
528,j,None,None
529,None,None,None
530,None,None,None
531,j,j,j
532,None,None,None
533,None,None,None
534,None,None,None
535,None,None,None
536,None,None,None
537,None,None,None
538,None,None,None
539,None,None,None
540,None,None,None
541,None,None,None
542,None,None,None
543,None,None,None
544,None,None,None
545,None,None,None
546,None,None,None
547,None,None,None
548,j,None,None
549,None,None,None
550,None,None,None
551,None,None,None
552,None,None,None
553,None,None,None
554,None,None,None
555,None,None,None
556,None,None,None
557,None,None,None
558,None,None,None
559,None,None,None
560,None,None,None
561,None,None,None
562,None,None,j
563,None,None,None
564,None,None,None
565,None,None,None
566,None,None,None
567,None,None,None
568,None,None,None
569,None,None,None
570,None,None,None
571,None,None,None
572,None,None,None
573,None,None,None
574,None,None,None
575,j,j,j
576,None,None,None
577,j,None,None
578,None,None,None
579,None,None,None
580,None,None,None
581,None,None,None
582,j,None,None
583,None,None,None
584,None,None,None
585,None,None,None
586,None,None,None
587,None,None,None
588,None,None,None
589,None,None,None
590,j,j,j
591,None,None,None
592,j,None,None
593,None,None,None
594,None,None,None
595,j,j,j
596,None,None,None
597,None,None,None
598,None,None,None
599,None,None,None
600,None,None,None
601,None,None,None
602,None,j,None
603,None,None,None
604,None,j,j
605,None,j,None
606,None,j,None
607,None,j,None
608,None,j,None
609,j,j,None
610,None,j,None
611,None,None,None
612,None,j,None
613,j,j,None
614,None,j,None
615,None,None,None
616,None,j,None
617,None,j,None
618,None,j,None
619,j,j,j
620,None,j,None
621,None,j,j
622,None,j,None
623,j,j,None
624,None,None,None
625,None,None,None
626,None,None,None
627,None,None,None
628,None,j,None
629,None,None,None
630,None,None,None
631,None,None,None
632,None,None,None
633,None,None,None
634,None,None,None
635,None,None,None
636,None,None,None
637,None,None,None
638,None,None,j
639,None,None,None
640,None,None,j
641,None,None,None
642,None,None,None
643,None,None,None
644,None,None,None
645,None,None,None
646,None,None,None
647,None,None,None
648,j,None,None
649,None,None,None
650,None,None,None
651,None,None,None
652,None,None,None
653,None,None,None
654,None,None,None
655,None,None,None
656,None,None,None
657,None,None,None
658,None,None,None
659,None,j,j
660,None,None,None
661,None,None,None
662,None,None,None
663,None,None,None
664,None,None,None
665,None,None,None
666,None,j,None
667,None,j,None
668,None,j,None
669,j,j,j
670,None,None,None
671,None,None,None
672,None,None,None
673,None,None,j
674,None,None,None
675,None,None,j
676,None,j,None
677,None,None,None
678,None,None,None
679,None,None,None
680,None,j,None
681,None,None,None
682,None,None,None
683,None,None,None
684,None,j,None
685,None,None,None
686,None,None,None
687,None,None,None
688,None,j,None
689,None,None,None
690,None,None,None
691,None,None,None
692,None,None,None
693,None,None,None
694,None,None,None
695,None,None,None
696,None,None,None
697,None,None,None
698,None,None,None
699,None,j,j
700,None,None,None
701,None,None,None
702,None,None,None
703,None,None,None
704,None,None,None
705,None,None,None
706,None,None,None
707,None,None,None
708,j,None,j
709,None,None,None
710,None,None,None
711,None,None,None
712,None,None,None
713,None,None,None
714,None,None,None
715,None,None,None
716,None,None,None
717,None,None,None
718,None,None,None
719,None,None,None
720,None,None,None
721,None,None,None
722,None,None,None
723,None,None,None
724,None,None,None
725,None,None,None
726,None,None,None
727,None,None,None
728,None,None,None
729,None,None,None
730,None,None,None
731,None,None,None
732,None,None,None
733,None,None,None
734,None,None,None
735,j,j,j
736,None,None,None
737,None,None,None
738,None,None,None
739,j,j,j
740,None,None,None
741,j,None,None
742,None,None,None
743,None,None,None
744,j,j,j
745,None,None,j
746,None,None,None
747,None,None,None
748,None,None,None
749,None,None,None
750,None,None,None
751,None,None,None
752,None,None,None
753,None,None,None
754,None,None,None
755,None,None,None
756,None,None,None
757,None,None,None
758,None,None,None
759,None,j,j
760,None,None,None
761,None,None,None
762,None,None,None
763,None,None,None
764,None,None,None
765,None,None,None
766,None,None,None
767,None,None,None
768,j,None,None
769,j,None,None
770,None,None,j
771,None,None,None
772,None,None,None
773,None,None,None
774,None,None,None
775,None,None,None
776,None,None,None
777,j,None,j
778,None,None,None
779,None,None,None
780,None,None,None
781,None,None,None
782,None,None,None
783,None,None,None
784,None,None,None
785,None,None,None
786,None,None,None
787,None,None,None
788,None,None,None
789,None,None,None
790,None,None,None
791,None,None,None
792,None,None,None
793,None,j,j
794,None,None,None
795,j,None,None
796,None,None,None
797,None,None,None
798,None,None,None
799,None,None,None
800,None,None,None
801,None,None,None
802,None,None,None
803,j,None,None
804,None,None,None
805,None,None,None
806,None,None,None
807,j,None,j
808,None,None,None
809,None,None,None
810,None,None,None
811,None,None,None
812,None,None,None
813,None,None,None
814,None,None,None
815,None,None,None
816,None,None,None
817,None,None,None
818,None,None,None
819,None,j,j
820,None,None,None
821,None,None,None
822,None,None,None
823,None,None,None
824,None,None,None
825,None,None,None
826,j,j,j
827,None,None,None
828,None,None,None
829,None,None,None
830,None,None,None
831,None,None,None
832,None,None,None
833,None,None,None
834,None,None,None
835,j,None,None
836,None,None,None
837,None,None,None
838,None,None,None
839,None,None,None
840,None,None,None
841,None,None,None
842,None,None,None
843,None,None,j
844,None,None,None
845,None,None,None
846,None,None,None
847,None,None,None
848,j,None,None
849,None,None,None
850,None,None,None
851,None,None,None
852,None,None,None
853,j,j,j
854,None,None,j
855,None,None,None
856,None,None,None
857,None,None,j
858,None,None,None
859,None,None,None
860,j,None,j
861,None,None,None
862,None,None,None
863,None,None,None
864,None,None,None
865,None,None,None
866,None,None,None
867,None,None,None
868,None,None,None
869,None,None,None
870,None,None,None
871,None,None,None
872,None,None,None
873,None,None,None
874,None,None,None
875,None,None,None
876,None,None,None
877,None,None,None
878,None,None,None
879,None,None,None
880,None,None,None
881,None,None,None
882,None,None,None
883,None,None,None
884,j,j,j
885,None,None,None
886,None,None,None
887,None,None,None
888,None,None,None
889,None,None,j
890,None,None,None
891,None,None,None
892,None,None,j
893,None,j,j
894,None,None,None
895,None,None,None
896,None,None,None
897,None,None,None
898,None,None,None
899,None,None,None
900,None,j,None
901,None,None,None
902,None,None,None
903,None,None,None
904,None,None,j
905,None,None,None
906,None,None,None
907,None,j,None
908,None,None,None
909,None,None,None
910,j,j,j
911,None,None,None
912,None,None,None
913,None,None,None
914,None,j,None
915,j,j,None
916,None,None,None
917,None,None,None
918,None,None,None
919,None,None,None
920,None,None,None
921,None,None,None
922,None,None,None
923,None,j,None
924,None,None,None
925,None,None,None
926,None,j,None
927,j,j,None
928,None,j,None
929,None,None,None
930,None,None,None
931,None,None,None
932,None,None,None
933,None,None,None
934,None,None,None
935,None,None,None
936,j,None,None
937,None,None,None
938,None,None,None
939,None,None,None
940,None,None,None
941,None,None,None
942,None,None,None
943,None,None,None
944,None,None,None
945,None,None,None
946,None,None,None
947,None,None,None
948,j,None,None
949,None,None,None
950,None,None,None
951,None,None,None
952,j,j,j
953,None,None,None
954,None,None,None
955,None,None,None
956,None,None,None
957,None,None,None
958,None,None,None
959,j,None,None
960,None,None,None
961,None,None,None
962,None,None,None
963,None,None,None
964,None,None,None
965,None,None,None
966,None,None,None
967,None,None,j
968,None,None,None
969,None,None,None
970,None,None,None
971,None,None,None
972,None,None,None
973,j,j,j
974,None,None,None
975,None,None,None
976,None,None,None
977,None,None,None
978,None,None,None
979,None,None,None
980,None,None,None
981,None,None,j
982,None,None,None
983,None,None,None
984,None,None,None
985,None,None,None
986,None,None,j
987,None,None,j
988,None,None,None
989,None,None,None
990,None,None,j
991,j,None,None
992,None,None,None
993,None,None,None
994,None,None,None
995,None,None,None
996,None,None,None
997,None,None,None
998,None,None,None
999,None,None,None
1000,None,None,None
1001,None,None,None
1002,None,None,None
1003,None,None,None
1004,j,j,j
1005,None,None,None
1006,None,None,None
1007,None,None,None
1008,None,None,None
1009,j,None,None
1010,None,None,None
1011,None,None,None
1012,None,None,None
1013,None,None,None
1014,None,None,None
1015,None,None,None
1016,j,j,j
1017,None,None,j
1018,None,None,None
1019,None,None,None
1020,None,None,None
1021,None,None,None
1022,None,None,None
1023,None,None,None
1024,None,None,None
1025,None,None,None
1026,None,None,None
1027,None,None,None
1028,j,None,j
1029,None,None,None
1030,None,None,None
1031,None,None,None
1032,None,None,None
1033,None,None,None
1034,None,None,None
1035,None,None,None
1036,None,None,None
1037,None,None,None
1038,None,None,None
1039,None,None,None
1040,None,None,None
1041,None,None,None
1042,None,None,None
1043,None,None,None
1044,None,None,None
1045,None,None,None
1046,None,None,None
1047,None,None,None
1048,None,None,None
1049,j,j,j
1050,None,None,None
1051,None,None,None
1052,None,None,None
1053,None,None,None
1054,None,None,None
1055,None,None,None
1056,None,None,None
1057,None,None,None
1058,None,None,None
1059,None,None,j
1060,None,None,None
1061,None,None,None
1062,None,None,None
1063,None,None,None
1064,None,j,j
1065,None,None,None
1066,None,None,None
1067,None,None,None
1068,None,None,None
1069,None,None,None
1070,None,None,None
1071,j,j,j
1072,None,None,None
1073,None,None,None
1074,None,None,None
1075,None,None,None
1076,None,None,None
1077,None,None,None
1078,j,None,j
1079,None,None,None
1080,None,None,None
1081,None,None,None
1082,None,None,None
1083,None,None,None
1084,None,None,None
1085,None,None,None
1086,None,j,j
1087,None,None,None
1088,None,None,None
1089,None,None,None
1090,j,j,j
1091,None,None,None
1092,None,None,None
1093,None,None,None
1094,None,None,None
1095,None,None,None
1096,None,None,None
1097,None,j,None
1098,None,None,None
1099,None,None,None
1100,None,None,None
1101,None,None,None
1102,j,j,j
1103,None,None,None
1104,None,None,None
1105,None,None,None
1106,None,None,None
1107,None,None,None
1108,None,None,None
1109,None,None,None
1110,None,None,None
1111,None,None,None
1112,None,None,None
1113,None,None,None
1114,None,None,None
1115,None,None,None
1116,j,j,j
1117,None,None,None
1118,None,None,None
1119,None,None,None
1120,None,j,None
1121,None,None,None
1122,j,j,j
1123,None,None,None
1124,None,None,None
1125,None,None,None
1126,None,None,None
1127,None,None,None
1128,None,None,None
1129,None,None,None
1130,None,None,None
1131,None,None,None
1132,None,None,None
1133,None,None,None
1134,None,j,None
1135,j,j,None
1136,None,None,None
1137,None,None,None
1138,None,None,None
1139,None,None,None
1140,None,None,None
1141,None,None,None
1142,None,None,None
1143,None,None,None
1144,None,None,None
1145,None,None,j
1146,None,None,None
1147,None,None,None
1148,None,None,None
1149,None,None,None
1150,j,j,j
1151,None,None,None
1152,None,None,None
1153,None,None,None
1154,None,None,None
1155,None,None,None
1156,None,None,None
1157,j,None,j
1158,None,None,None
1159,None,None,None
1160,None,None,None
1161,None,None,None
1162,None,None,None
1163,None,None,None
1164,None,None,None
1165,None,None,None
1166,None,None,None
1167,None,None,None
1168,None,None,None
1169,None,None,None
1170,None,j,None
1171,None,j,None
1172,None,j,j
1173,None,j,None
1174,None,j,None
1175,None,None,None
1176,None,j,None
1177,None,j,None
1178,None,j,None
1179,None,j,None
1180,None,j,None
1181,None,j,None
1182,None,None,None
1183,None,j,None
1184,j,j,None
1185,None,j,None
1186,None,j,None
1187,None,j,None
1188,None,j,None
1189,None,None,j
1190,None,None,None
1191,None,j,None
1192,None,j,None
1193,j,j,j
1194,None,j,None
1195,None,j,None
1196,None,None,None
1197,None,j,None
1198,None,j,None
1199,None,None,None
