grating_freq,blocks_prac.thisRepN,blocks_prac.thisTrialN,blocks_prac.thisN,blocks_prac.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,repeat_freq.thisRepN,repeat_freq.thisTrialN,repeat_freq.thisN,repeat_freq.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,rest_loop.thisRepN,rest_loop.thisTrialN,rest_loop.thisN,rest_loop.thisIndex,instruct_prac_text.started,instruct_prac_resp.started,b_instruct_text_2_.started,b_instruct_resp_2_.started,prac_done_text.started,prac_done_resp.started,instruct_text.started,instruct_resp.started,fixation.started,fixation.stopped,grating.started,blank.started,resp.started,grating.stopped,blank.stopped,resp.stopped,resp.keys,resp.corr,direction,duration,trigger,stim_type,corr_ans,scaling,resp.rt,rest_text.started,rest_resp.started,text_2.started,text_2.stopped,thx_txt.started,gender,age,participant,language,main_hand,nBlock_prac,file_suffix,date,expName,psychopyVersion,frameRate,
10,,,,,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,34.327802200001315,34.327802200001315,65.56366139999591,65.56366139999591,89.9310747999989,89.9310747999989,99.52406850000261,99.52406850000261,103.94939320000412,104.65422189999663,104.65422189999663,105.19770360000257,0.6144383999926504,105.2644064000051,107.21296469999652,2.6296969999966677,None,1,decreament,0.6,21,standard,None,100,,,,,,,m,19,241,fr,r,0,raw,2023-05-16_09h39.57.322,oddball,2022.2.5,60.057931883489864,
10,,,,,0,0,0,2,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,107.22947950000525,107.79551840000204,107.79551840000204,108.39548540000396,0.6153116999921622,108.39548540000396,110.41018320000148,2.630083999989438,None,1,decreament,0.6,21,standard,None,100,,,,,,,m,19,241,fr,r,0,raw,2023-05-16_09h39.57.322,oddball,2022.2.5,60.057931883489864,
10,,,,,0,0,0,2,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,110.42676709999796,111.0264817999996,111.0264817999996,111.62592459999723,0.6150189000036335,111.62592459999723,113.64061790000414,2.629778400005307,None,1,decreament,0.6,21,standard,None,100,,,,,,,m,19,241,fr,r,0,raw,2023-05-16_09h39.57.322,oddball,2022.2.5,60.057931883489864,
10,,,,,0,0,0,2,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,113.65758749999804,114.37408419999701,114.37408419999701,114.97310160000052,0.614945399996941,114.97310160000052,116.98798140000144,2.6298896000080276,None,1,decreament,0.6,21,standard,None,100,,,,,,,m,19,241,fr,r,0,raw,2023-05-16_09h39.57.322,oddball,2022.2.5,60.057931883489864,
10,,,,,0,0,0,2,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,117.00502470000356,117.87086960001034,117.87086960001034,118.47058680000191,0.6153592000046046,118.47058680000191,120.48513310000999,2.613997399996151,None,1,decreament,0.6,21,standard,None,100,,,,,,,m,19,241,fr,r,0,raw,2023-05-16_09h39.57.322,oddball,2022.2.5,60.057931883489864,
10,,,,,0,0,0,2,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,120.48513310000999,121.11786140000913,121.11786140000913,121.71750460000476,0.6150918000057572,121.71750460000476,123.73232619999908,2.6298597999993945,None,1,decreament,0.6,21,standard,None,100,,,,,,,m,19,241,fr,r,0,raw,2023-05-16_09h39.57.322,oddball,2022.2.5,60.057931883489864,
10,,,,,0,0,0,2,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,123.7491294000065,124.48197239999718,124.48197239999718,124.7149827000103,0.2484967000054894,124.73152080000727,126.73036539999885,2.264024899996002,j,1,decreament,0.24,22,oddball,j,40,0.6261561999999685,,,,,,m,19,241,fr,r,0,raw,2023-05-16_09h39.57.322,oddball,2022.2.5,60.057931883489864,
10,,,,,0,0,0,2,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,126.74744869999995,127.32951680000406,127.32951680000406,127.9289015999966,0.6149352000065846,127.9289015999966,129.94429939999827,2.630374700005632,None,1,decreament,0.6,21,standard,None,100,,,,,,,m,19,241,fr,r,0,raw,2023-05-16_09h39.57.322,oddball,2022.2.5,60.057931883489864,
10,,,,,0,0,0,2,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,129.96095340000466,130.67672810000659,130.67672810000659,131.27641910000239,0.6148122000013245,131.27641910000239,133.29136280000967,2.6296603999944637,None,1,decreament,0.6,21,standard,None,100,,,,,,,m,19,241,fr,r,0,raw,2023-05-16_09h39.57.322,oddball,2022.2.5,60.057931883489864,
10,,,,,0,0,0,2,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,133.30840010000975,134.0740294999996,134.0740294999996,134.6735933000018,0.6150133999908576,134.6735933000018,136.68864290000056,2.6300389999960316,None,1,decreament,0.6,21,standard,None,100,,,,,,,m,19,241,fr,r,0,raw,2023-05-16_09h39.57.322,oddball,2022.2.5,60.057931883489864,
