grating_freq,blocks_prac.thisRepN,blocks_prac.thisTrialN,blocks_prac.thisN,blocks_prac.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,repeat_freq.thisRepN,repeat_freq.thisTrialN,repeat_freq.thisN,repeat_freq.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,rest_loop.thisRepN,rest_loop.thisTrialN,rest_loop.thisN,rest_loop.thisIndex,instruct_prac_text.started,instruct_prac_resp.started,b_instruct_text_2_.started,b_instruct_resp_2_.started,prac_done_text.started,prac_done_resp.started,instruct_text.started,instruct_resp.started,fixation.started,fixation.stopped,grating.started,blank.started,resp.started,grating.stopped,blank.stopped,resp.stopped,resp.keys,resp.corr,direction,duration,trigger,stim_type,corr_ans,scaling,resp.rt,rest_text.started,rest_resp.started,text_2.started,text_2.stopped,thx_txt.started,thx_txt.stopped,gender,age,participant,language,main_hand,nBlock_prac,file_suffix,date,expName,psychopyVersion,frameRate,
5,,,,,0,0,0,1,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,124.23317510000015,124.88383859999885,124.88383859999885,125.48344139999972,0.6143662000013137,125.48344139999972,127.48380499999985,2.614772000000812,None,1,decreament,0.6,11,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,127.50014649999866,128.23367329999928,128.23367329999928,128.83387159999984,0.615415899999789,128.83387159999984,130.83515799999986,2.6167005999996036,None,1,decreament,0.6,11,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,130.85009869999885,131.38355669999873,131.38355669999873,131.96688170000016,0.5993500999993557,131.98355319999973,133.96730489999936,2.5997799999986455,None,1,decreament,0.6,11,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,133.98395340000025,134.70046809999985,134.70046809999985,135.16704649999883,0.48230530000000726,135.1836160999992,137.16744039999867,2.482738299999255,j,1,decreament,0.48,14,oddball,j,80,0.634887100000924,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,137.18401529999937,137.7507119999991,137.7507119999991,138.35087099999873,0.6152196000002732,138.35087099999873,140.3508013999999,2.615088000000469,j,0,decreament,0.6,11,standard,None,100,0.8264366000003065,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,,140.36745320000045,140.98384029999943,140.98384029999943,141.5844675999997,0.5990103000003728,141.5844675999997,143.58403120000003,2.5987914000015735,None,1,decreament,0.6,11,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,,143.58403120000003,144.1673314999989,144.1673314999989,144.75079259999984,0.5997397999999521,144.76735240000016,146.75071249999928,2.5996503999995184,None,1,decreament,0.6,11,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,,146.7673907999997,147.5177382999991,147.5177382999991,148.11780829999952,0.614938799999436,148.11780829999952,150.11762929999895,2.614678099998855,None,1,decreament,0.6,11,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,,150.13424300000042,150.91764859999967,150.91764859999967,151.501085599999,0.5996452999988833,151.5177982999994,153.50138249999873,2.6000285999998596,j,0,decreament,0.6,11,standard,None,100,0.49961269999948854,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,,153.51795610000045,154.3010121999996,154.3010121999996,154.88451580000037,0.5994596000000456,154.90104749999955,156.88498679999975,2.600028500000917,None,1,decreament,0.6,11,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,186.09250529999917,186.09250529999917,187.98565909999888,188.76911289999953,188.76911289999953,189.35248929999943,0.5998078000011446,189.36923059999936,191.3527987999987,2.6001522000005934,None,1,increament,0.6,15,standard,None,100,,156.9013689000003,0.0019903000011254335,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,191.36925569999948,192.0030501000001,192.0030501000001,192.60273020000022,0.6148977000011655,192.60273020000022,194.6028852999989,2.6150773000008485,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,194.6195143999994,195.336427799999,195.336427799999,195.93631749999986,0.6154172000005929,195.93631749999986,197.93600399999923,2.615037499999744,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,197.95270549999987,198.51966019999963,198.51966019999963,199.11996069999987,0.6154717999997956,199.11996069999987,201.1199586999992,2.615395599999829,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,201.1364070999989,201.81959329999881,201.81959329999881,202.4199762999997,0.6156033999995998,202.4199762999997,204.419614299999,2.615145899999334,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,204.43616689999908,205.11968539999907,205.11968539999907,205.70311330000004,0.5996617000000697,205.71971229999872,207.70314999999937,2.5997114999991027,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,207.71982919999937,208.3366447999997,208.3366447999997,209.05341979999866,0.7308613999994122,209.07019079999918,211.05342810000002,2.7308733999998367,j,1,increament,0.72,16,oddball,j,120,0.7830684000000474,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,211.07018029999927,211.68664739999986,211.68664739999986,212.28708939999888,0.615664500001003,212.28708939999888,214.2866823000004,2.6151227000009385,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,214.30329879999954,214.92010239999945,214.92010239999945,215.5034814999999,0.5996744000003673,215.5201524999993,217.5033800000001,2.5995637999985775,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,217.52016579999872,218.28729079999903,218.28729079999903,218.88709600000038,0.6153330000015558,218.88709600000038,220.8874995999995,2.6157724000004237,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,220.9037446000002,221.6206328999997,221.6206328999997,222.22076910000033,0.6148866999992606,222.22076910000033,224.22020709999924,2.6141979999993055,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,224.23716760000025,224.97057159999895,224.97057159999895,225.55421829999977,0.6003896000001987,225.57099310000012,227.55404869999984,2.600109999999404,j,0,increament,0.6,15,standard,None,100,1.0348594000006415,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,227.57052929999918,228.3205655999991,228.3205655999991,228.90373589999945,0.5990122000002884,228.92049659999975,230.9040286999989,2.5993039999993925,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,230.92062710000027,231.58777519999967,231.58777519999967,232.53739289999976,0.9642266999999265,232.55546089999916,234.53798789999928,2.964942799999335,j,1,increament,0.96,18,oddball,j,160,0.5510931000007986,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,234.55427690000033,235.12110589999975,235.12110589999975,235.7043634999991,0.6159580000003189,235.721340099999,237.70462729999963,2.6158219999997527,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,,237.73779850000028,238.32103359999928,238.32103359999928,238.9211381999994,0.6153539000006276,238.9211381999994,240.92104469999867,2.6152168000007805,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,,240.93763190000027,241.5544245000001,241.5544245000001,242.13817059999928,0.6002803999999742,242.15455939999993,244.13775879999957,2.5997523999994883,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,,244.15442169999915,244.9211876999998,244.9211876999998,245.50492209999902,0.5997186000004149,245.52142079999976,247.50476589999926,2.5996215000013763,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,,247.52133019999928,248.17165269999896,248.17165269999896,248.77174489999925,0.6157155000000785,248.77174489999925,250.77143230000001,2.6152717000004486,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,,250.7879998999997,251.38818030000039,251.38818030000039,251.97148339999876,0.5992779999996856,251.98804609999934,253.97147219999897,2.5993781999986822,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,,253.98802169999908,254.6382168,254.6382168,255.22191269999894,0.6000505999982124,255.23860239999885,257.2216539000001,2.5996964999994816,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,,257.2383847000001,257.9718153999984,257.9718153999984,258.57178069999827,0.6155405999998038,258.57178069999827,260.5719919999992,2.615763699999661,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,,260.588383100001,261.33828919999905,261.33828919999905,262.1722815000012,0.8491921999993792,262.1886921999994,264.17226570000093,2.8491570000005595,j,1,increament,0.84,17,oddball,j,140,0.46707990000140853,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,,264.18880829999944,264.7220666000012,264.7220666000012,265.3056682000006,0.5992347999999765,265.32224959999985,267.30575289999797,2.5992517999984557,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,,267.3223291999984,268.03914089999853,268.03914089999853,268.639341600001,0.6155555000004824,268.639341600001,270.6393169999992,2.6155462999995507,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,25,0,25,0,,,,,,,,,,,,,,,,,270.65576580000015,271.2227961999979,271.2227961999979,271.8223304000003,0.6145238999997673,271.8223304000003,273.8223061000008,2.61443220000001,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,26,0,26,0,,,,,,,,,,,,,,,,,273.83919810000043,274.6389368,274.6389368,275.2389569999996,0.6156273000015062,275.2389569999996,277.23899039999924,2.615571700000146,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,27,0,27,0,,,,,,,,,,,,,,,,,277.2555397999986,277.84015329999784,277.84015329999784,278.4226981999982,0.5998641000005591,278.43906310000057,280.4224936999981,2.59960399999909,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,28,0,28,0,,,,,,,,,,,,,,,,,280.4392217000004,281.05624889999854,281.05624889999854,281.63941929999964,0.5994906999985687,281.6561894999995,283.63921129999835,2.5991802999997162,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,1,0,1,0,29,0,29,0,,,,,,,,,,,,,,,,,283.6558791000007,284.28934130000016,284.28934130000016,284.8731124999995,0.6000991000000795,284.8897878000007,286.87306290000015,2.6000042999985453,None,1,increament,0.6,15,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,297.706344799999,297.706344799999,299.3065598000012,300.1566526000006,300.1566526000006,300.7402299000005,0.5994012999981351,300.7566244999998,302.7403489999979,2.5995220000004338,None,1,decreament,0.6,11,standard,None,100,,286.889546299999,0.0021231999999145046,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,302.7567567999995,303.45672659999946,303.45672659999946,304.04009309999856,0.5995256000023801,304.0565775999985,306.04001590000007,2.599485500002629,None,1,decreament,0.6,11,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,306.0568589000013,306.57383160000063,306.57383160000063,307.1734224000011,0.6149049000014202,307.1734224000011,309.1735411999998,2.615012400001433,None,1,decreament,0.6,11,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
5,,,,,0,0,0,1,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,309.19005819999984,309.8068336999986,309.8068336999986,310.39061689999835,0.5997934999977588,310.4070765999986,312.39083709999795,2.600072299999738,None,1,decreament,0.6,11,standard,None,100,,,,,,,,m,20,233,fr,r,0,raw,2023-04-04_16h00.03.122,oddball,2022.2.5,60.204913443599324,
