participant,scaling,d,grating_freq,direction
209,60,1.8836753471841843,0,decrement
209,80,1.8836753471841843,0,decrement
209,120,-0.27905630409163207,0,increment
209,140,1.9504677749572104,0,increment
209,160,2.450353387462854,0,increment
209,40,1.3906729943290996,5,decrement
209,60,1.8905586068347435,5,decrement
209,80,0.8130116851885395,5,decrement
209,120,1.9504677749572104,5,increment
209,140,3.0280146966034143,5,increment
209,160,3.0280146966034143,5,increment
209,40,2.2795384231052993,10,decrement
209,60,4.509062502154144,10,decrement
209,80,1.7796528105996556,10,decrement
209,120,1.6518627699082824,10,increment
209,140,2.2295240790488426,10,increment
209,160,3.3070710006950463,10,increment
209,40,4.679877466511699,20,decrement
209,60,2.450353387462854,20,decrement
209,80,-0.27905630409163207,20,decrement
209,120,-0.27905630409163207,20,increment
209,140,2.450353387462854,20,increment
209,160,1.3728064658166503,20,increment
210,40,4.194946608021216,0,decrement
210,60,4.194946608021216,0,decrement
210,80,1.9654225289723717,0,decrement
210,120,1.3385757356297103,0,increment
210,140,0.8386901231240664,0,increment
210,160,3.568099814678555,0,increment
210,40,2.285980442452425,5,decrement
210,60,2.285980442452425,5,decrement
210,80,1.2084335208062207,5,decrement
210,120,1.6094794209570973,5,increment
210,140,1.6094794209570973,5,increment
210,160,3.839003500005942,5,increment
210,40,1.3723345662732356,10,decrement
210,60,3.60185864532208,10,decrement
210,80,0.8724489537675917,10,decrement
210,120,-1.1647244843780604,10,increment
210,140,1.564685207176426,10,increment
210,160,1.564685207176426,10,increment
210,40,1.3385757356297103,20,decrement
210,60,3.568099814678555,20,decrement
210,80,0.8386901231240664,20,decrement
210,120,-1.119930270597389,20,increment
210,140,1.1095938084514534,20,increment
210,160,2.1871407300976573,20,increment
211,40,2.8571997322458595,0,decrement
211,60,1.7796528105996556,0,decrement
211,80,-0.4498712684491868,0,decrement
211,120,0.0,0,increment
211,140,3.3070710006950463,0,increment
211,160,4.9589337706033305,0,increment
211,40,0.0,5,decrement
211,60,0.0,5,decrement
211,80,0.0,5,decrement
211,120,0.0,5,increment
211,140,0.0,5,increment
211,160,0.0,5,increment
211,40,2.5430838381129317,10,decrement
211,60,-0.7639871625821146,10,decrement
211,80,0.8878756073261677,10,decrement
211,120,1.5323086126266472,10,increment
211,140,1.5323086126266472,10,increment
211,160,3.184171382534932,10,increment
211,40,4.9589337706033305,20,decrement
211,60,3.3070710006950463,20,decrement
211,80,0.0,20,decrement
211,120,1.2019915014590956,20,increment
211,140,1.7796528105996556,20,increment
211,160,2.2795384231052993,20,increment
212,40,4.509062502154144,0,decrement
212,60,4.509062502154144,0,decrement
212,80,1.2019915014590956,0,decrement
212,120,-0.6780514615067359,0,increment
212,140,1.5514726175421065,0,increment
212,160,1.5514726175421065,0,increment
212,40,4.382643190668814,5,decrement
212,60,2.730780420760529,5,decrement
212,80,1.653233499114325,5,decrement
212,120,1.075572189973765,5,increment
212,140,2.1531191116199686,5,increment
212,160,2.730780420760529,5,increment
212,40,4.679877466511699,10,decrement
212,60,4.679877466511699,10,decrement
212,80,2.450353387462854,10,decrement
212,120,-0.27905630409163207,10,increment
212,140,3.0280146966034143,10,increment
212,160,3.0280146966034143,10,increment
212,40,3.0280146966034143,20,decrement
212,60,3.0280146966034143,20,decrement
212,80,3.0280146966034143,20,decrement
212,120,-0.6780514615067359,20,increment
212,140,0.9738113084015464,20,increment
212,160,0.9738113084015464,20,increment
213,40,1.9654225289723717,0,decrement
213,60,1.9654225289723717,0,decrement
213,80,0.8878756073261677,0,decrement
213,120,-0.6780514615067359,0,increment
213,140,1.5514726175421065,0,increment
213,160,2.6290195391883104,0,increment
213,40,4.2808823090965955,5,decrement
213,60,4.2808823090965955,5,decrement
213,80,1.5514726175421065,5,decrement
213,120,0.0,5,increment
213,140,1.6518627699082824,5,increment
213,160,2.729409691554486,5,increment
213,40,4.679877466511699,10,decrement
213,60,4.679877466511699,10,decrement
213,80,2.450353387462854,10,decrement
213,120,2.2295240790488426,10,increment
213,140,4.9589337706033305,10,increment
213,160,4.9589337706033305,10,increment
213,40,4.382643190668814,20,decrement
213,60,4.382643190668814,20,decrement
213,80,-0.5762905799345175,20,decrement
213,120,-0.4498712684491868,20,increment
213,140,1.7796528105996556,20,increment
213,160,2.8571997322458595,20,increment
214,40,4.382643190668814,0,decrement
214,60,2.730780420760529,0,decrement
214,80,1.653233499114325,0,decrement
214,120,1.4655369164667278,0,increment
214,140,1.9654225289723717,0,increment
214,160,4.194946608021216,0,increment
214,40,2.1531191116199686,5,decrement
214,60,2.1531191116199686,5,decrement
214,80,1.653233499114325,5,decrement
214,120,1.4655369164667278,5,increment
214,140,4.194946608021216,5,increment
214,160,4.194946608021216,5,increment
214,40,2.8571997322458595,10,decrement
214,60,4.509062502154144,10,decrement
214,80,1.7796528105996556,10,decrement
214,120,0.9738113084015464,10,increment
214,140,2.6290195391883104,10,increment
214,160,4.2808823090965955,10,increment
214,40,2.341244947439777,20,decrement
214,60,2.341244947439777,20,decrement
214,80,0.6860367166530127,20,decrement
214,120,1.653233499114325,20,increment
214,140,2.1531191116199686,20,increment
214,160,2.1531191116199686,20,increment
215,40,4.9589337706033305,0,decrement
215,60,2.729409691554486,0,decrement
215,80,0.0,0,decrement
215,120,-0.27905630409163207,0,increment
215,140,3.0280146966034143,0,increment
215,160,3.0280146966034143,0,increment
215,40,2.730780420760529,5,decrement
215,60,4.382643190668814,5,decrement
215,80,1.653233499114325,5,decrement
215,120,1.6518627699082824,5,increment
215,140,2.2295240790488426,5,increment
215,160,2.729409691554486,5,increment
215,40,4.9589337706033305,10,decrement
215,60,4.9589337706033305,10,decrement
215,80,2.729409691554486,10,decrement
215,120,-0.27905630409163207,10,increment
215,140,3.0280146966034143,10,increment
215,160,4.679877466511699,10,increment
215,40,3.9378432123607094,20,decrement
215,60,2.285980442452425,20,decrement
215,80,3.9378432123607094,20,decrement
215,120,-0.5762905799345175,20,increment
215,140,1.075572189973765,20,increment
215,160,2.1531191116199686,20,increment
216,40,4.9589337706033305,0,decrement
216,60,4.9589337706033305,0,decrement
216,80,2.2295240790488426,0,decrement
216,120,1.075572189973765,0,increment
216,140,2.730780420760529,0,increment
216,160,2.1531191116199686,0,increment
216,40,4.194946608021216,5,decrement
216,60,2.5430838381129317,5,decrement
216,80,1.4655369164667278,5,decrement
216,120,0.0,5,increment
216,140,2.2295240790488426,5,increment
216,160,1.6518627699082824,5,increment
216,40,4.679877466511699,10,decrement
216,60,1.9504677749572104,10,decrement
216,80,1.9504677749572104,10,decrement
216,120,1.6518627699082824,10,increment
216,140,2.729409691554486,10,increment
216,160,2.2295240790488426,10,increment
216,40,4.509062502154144,20,decrement
216,60,4.509062502154144,20,decrement
216,80,1.7796528105996556,20,decrement
216,120,-0.27905630409163207,20,increment
216,140,-0.27905630409163207,20,increment
216,160,-0.27905630409163207,20,increment
217,40,4.679877466511699,0,decrement
217,60,4.679877466511699,0,decrement
217,80,1.9504677749572104,0,decrement
217,120,-0.27905630409163207,0,increment
217,140,3.0280146966034143,0,increment
217,160,4.679877466511699,0,increment
217,40,4.9589337706033305,5,decrement
217,60,1.6518627699082824,5,decrement
217,80,0.0,5,decrement
217,120,3.751908167382735,5,increment
217,140,3.751908167382735,5,increment
217,160,3.751908167382735,5,increment
217,40,4.9589337706033305,10,decrement
217,60,4.9589337706033305,10,decrement
217,80,0.0,10,decrement
217,120,1.6518627699082824,10,increment
217,140,2.2295240790488426,10,increment
217,160,4.9589337706033305,10,increment
217,40,4.679877466511699,20,decrement
217,60,3.0280146966034143,20,decrement
217,80,1.9504677749572104,20,decrement
217,120,-0.7639871625821146,20,increment
217,140,2.5430838381129317,20,increment
217,160,1.9654225289723717,20,increment
218,40,4.382643190668814,0,decrement
218,60,4.382643190668814,0,decrement
218,80,-0.5762905799345175,0,decrement
218,120,-0.7639871625821146,0,increment
218,140,-0.7639871625821146,0,increment
218,160,-0.7639871625821146,0,increment
218,40,3.751908167382735,5,decrement
218,60,3.751908167382735,5,decrement
218,80,0.44483716668768636,5,decrement
218,120,-0.5762905799345175,5,increment
218,140,-0.5762905799345175,5,increment
218,160,-0.5762905799345175,5,increment
218,40,4.382643190668814,10,decrement
218,60,1.653233499114325,10,decrement
218,80,-0.5762905799345175,10,decrement
218,120,1.9504677749572104,10,increment
218,140,1.3728064658166503,10,increment
218,160,1.3728064658166503,10,increment
218,40,2.4015624768981114,20,decrement
218,60,2.4015624768981114,20,decrement
218,80,-0.9055085237969351,20,decrement
218,120,0.6307722116656606,20,increment
218,140,1.7083191333118646,20,increment
218,160,2.285980442452425,20,increment
219,40,4.9589337706033305,0,decrement
219,60,2.729409691554486,0,decrement
219,80,0.0,0,decrement
219,120,0.0,0,increment
219,140,0.0,0,increment
219,160,0.0,0,increment
219,40,4.679877466511699,5,decrement
219,60,2.450353387462854,5,decrement
219,80,-0.27905630409163207,5,decrement
219,120,1.3728064658166503,5,increment
219,140,-0.27905630409163207,5,increment
219,160,3.0280146966034143,5,increment
219,40,3.839003500005942,10,decrement
219,60,3.839003500005942,10,decrement
219,80,2.1871407300976573,10,decrement
219,120,0.0,10,increment
219,140,0.0,10,increment
219,160,0.0,10,increment
219,40,2.729409691554486,20,decrement
219,60,0.0,20,decrement
219,80,0.0,20,decrement
219,120,0.0,20,increment
219,140,0.0,20,increment
219,160,0.0,20,increment
220,40,1.8217015409496191,0,decrement
220,60,0.7441546193034151,0,decrement
220,80,-1.4853694597454274,0,decrement
220,120,1.0775469216462041,0,increment
220,140,1.6552082307867644,0,increment
220,160,1.6552082307867644,0,increment
220,40,2.0216599181115877,5,decrement
220,60,3.6735226880198724,5,decrement
220,80,2.0216599181115877,5,decrement
220,120,-0.8388510847197428,5,increment
220,140,-0.8388510847197428,5,increment
220,160,-0.8388510847197428,5,increment
220,40,3.7942092862252705,10,decrement
220,60,1.564685207176426,10,decrement
220,80,0.48713828553022187,10,decrement
220,120,0.8130116851885395,10,increment
220,140,0.8130116851885395,10,increment
220,160,0.8130116851885395,10,increment
220,40,4.509062502154144,20,decrement
220,60,2.8571997322458595,20,decrement
220,80,1.2019915014590956,20,decrement
220,120,-0.5762905799345175,20,increment
220,140,-0.5762905799345175,20,increment
220,160,-0.5762905799345175,20,increment
221,40,4.382643190668814,0,decrement
221,60,4.382643190668814,0,decrement
221,80,1.653233499114325,0,decrement
221,120,1.9504677749572104,0,increment
221,140,1.3728064658166503,0,increment
221,160,1.9504677749572104,0,increment
221,40,4.9589337706033305,5,decrement
221,60,3.3070710006950463,5,decrement
221,80,1.6518627699082824,5,decrement
221,120,-0.27905630409163207,5,increment
221,140,3.0280146966034143,5,increment
221,160,4.679877466511699,5,increment
221,40,4.382643190668814,10,decrement
221,60,4.382643190668814,10,decrement
221,80,2.730780420760529,10,decrement
221,120,-0.27905630409163207,10,increment
221,140,2.450353387462854,10,increment
221,160,3.0280146966034143,10,increment
221,40,3.3070710006950463,20,decrement
221,60,2.729409691554486,20,decrement
221,80,2.729409691554486,20,decrement
221,120,1.2019915014590956,20,increment
221,140,2.2795384231052993,20,increment
221,160,2.8571997322458595,20,increment
222,40,2.730780420760529,0,decrement
222,60,4.382643190668814,0,decrement
222,80,-0.5762905799345175,0,decrement
222,120,1.3240155552519073,0,increment
222,140,2.4015624768981114,0,increment
222,160,4.053425246806396,0,increment
222,40,4.2808823090965955,5,decrement
222,60,2.6290195391883104,5,decrement
222,80,2.05135823004775,5,decrement
222,120,-1.0210905582426217,5,increment
222,140,-1.0210905582426217,5,increment
222,160,0.6307722116656606,5,increment
222,40,4.9589337706033305,10,decrement
222,60,4.9589337706033305,10,decrement
222,80,2.2295240790488426,10,decrement
222,120,1.2019915014590956,10,increment
222,140,4.509062502154144,10,increment
222,160,4.509062502154144,10,increment
222,40,4.2808823090965955,20,decrement
222,60,2.05135823004775,20,decrement
222,80,1.5514726175421065,20,decrement
222,120,1.5514726175421065,20,increment
222,140,2.6290195391883104,20,increment
222,160,2.6290195391883104,20,increment
223,40,3.0280146966034143,0,decrement
223,60,4.679877466511699,0,decrement
223,80,-0.27905630409163207,0,decrement
223,120,2.729409691554486,0,increment
223,140,4.9589337706033305,0,increment
223,160,2.729409691554486,0,increment
223,40,4.9589337706033305,5,decrement
223,60,3.3070710006950463,5,decrement
223,80,0.0,5,decrement
223,120,1.4655369164667278,5,increment
223,140,4.194946608021216,5,increment
223,160,4.194946608021216,5,increment
223,40,4.679877466511699,10,decrement
223,60,2.450353387462854,10,decrement
223,80,-0.27905630409163207,10,decrement
223,120,1.3728064658166503,10,increment
223,140,1.9504677749572104,10,increment
223,160,2.450353387462854,10,increment
223,40,4.9589337706033305,20,decrement
223,60,3.3070710006950463,20,decrement
223,80,1.6518627699082824,20,decrement
223,120,-0.27905630409163207,20,increment
223,140,2.450353387462854,20,increment
223,160,2.450353387462854,20,increment
224,40,4.9589337706033305,0,decrement
224,60,2.2295240790488426,0,decrement
224,80,1.6518627699082824,0,decrement
224,120,-0.4498712684491868,0,increment
224,140,1.7796528105996556,0,increment
224,160,1.2019915014590956,0,increment
224,40,4.509062502154144,5,decrement
224,60,4.509062502154144,5,decrement
224,80,1.7796528105996556,5,decrement
224,120,0.0,5,increment
224,140,0.0,5,increment
224,160,0.0,5,increment
224,40,4.509062502154144,10,decrement
224,60,4.509062502154144,10,decrement
224,80,2.2795384231052993,10,decrement
224,120,1.6518627699082824,10,increment
224,140,2.2295240790488426,10,increment
224,160,2.729409691554486,10,increment
224,40,2.8571997322458595,20,decrement
224,60,2.8571997322458595,20,decrement
224,80,1.2019915014590956,20,decrement
224,120,1.7796528105996556,20,increment
224,140,-0.4498712684491868,20,increment
224,160,2.8571997322458595,20,increment
225,40,4.120082685883588,0,decrement
225,60,4.120082685883588,0,decrement
225,80,2.4682199159753035,0,decrement
225,120,1.9504677749572104,0,increment
225,140,1.3728064658166503,0,increment
225,160,3.0280146966034143,0,increment
225,40,4.194946608021216,5,decrement
225,60,4.194946608021216,5,decrement
225,80,2.5430838381129317,5,decrement
225,120,-0.4498712684491868,5,increment
225,140,2.2795384231052993,5,increment
225,160,2.8571997322458595,5,increment
225,40,4.9589337706033305,10,decrement
225,60,3.3070710006950463,10,decrement
225,80,2.2295240790488426,10,decrement
225,120,-0.5762905799345175,10,increment
225,140,1.075572189973765,10,increment
225,160,1.653233499114325,10,increment
225,40,3.0280146966034143,20,decrement
225,60,4.679877466511699,20,decrement
225,80,1.9504677749572104,20,decrement
225,120,1.3728064658166503,20,increment
225,140,2.450353387462854,20,increment
225,160,2.450353387462854,20,increment
226,40,3.0280146966034143,0,decrement
226,60,1.3728064658166503,0,decrement
226,80,4.679877466511699,0,decrement
226,120,-0.5762905799345175,0,increment
226,140,2.1531191116199686,0,increment
226,160,4.382643190668814,0,increment
226,40,2.1531191116199686,5,decrement
226,60,4.382643190668814,5,decrement
226,80,1.653233499114325,5,decrement
226,120,-0.5762905799345175,5,increment
226,140,2.730780420760529,5,increment
226,160,2.1531191116199686,5,increment
226,40,4.382643190668814,10,decrement
226,60,4.382643190668814,10,decrement
226,80,1.075572189973765,10,decrement
226,120,1.4655369164667278,10,increment
226,140,1.9654225289723717,10,increment
226,160,4.194946608021216,10,increment
226,40,4.382643190668814,20,decrement
226,60,2.730780420760529,20,decrement
226,80,1.075572189973765,20,decrement
226,120,-0.4498712684491868,20,increment
226,140,2.8571997322458595,20,increment
226,160,2.8571997322458595,20,increment
227,40,2.142346516316986,0,decrement
227,60,3.7942092862252705,0,decrement
227,80,3.7942092862252705,0,decrement
227,120,-0.7639871625821146,0,increment
227,140,2.5430838381129317,0,increment
227,160,4.194946608021216,0,increment
227,40,4.194946608021216,5,decrement
227,60,4.194946608021216,5,decrement
227,80,-0.7639871625821146,5,decrement
227,120,1.1095938084514534,5,increment
227,140,3.839003500005942,5,increment
227,160,1.6094794209570973,5,increment
227,40,4.9589337706033305,10,decrement
227,60,3.3070710006950463,10,decrement
227,80,2.2295240790488426,10,decrement
227,120,3.9378432123607094,10,increment
227,140,3.9378432123607094,10,increment
227,160,3.9378432123607094,10,increment
227,40,2.8571997322458595,20,decrement
227,60,4.509062502154144,20,decrement
227,80,1.2019915014590956,20,decrement
227,120,1.075572189973765,20,increment
227,140,2.730780420760529,20,increment
227,160,4.382643190668814,20,increment
228,40,2.6290195391883104,0,decrement
228,60,4.2808823090965955,0,decrement
228,80,2.6290195391883104,0,decrement
228,120,1.653233499114325,0,increment
228,140,4.382643190668814,0,increment
228,160,2.730780420760529,0,increment
228,40,4.2808823090965955,5,decrement
228,60,4.2808823090965955,5,decrement
228,80,0.9738113084015464,5,decrement
228,120,1.564685207176426,5,increment
228,140,1.064799594670782,5,increment
228,160,3.7942092862252705,5,increment
228,40,4.679877466511699,10,decrement
228,60,4.679877466511699,10,decrement
228,80,-0.27905630409163207,10,decrement
228,120,2.0216599181115877,10,increment
228,140,2.0216599181115877,10,increment
228,160,3.6735226880198724,10,increment
228,40,4.9589337706033305,20,decrement
228,60,3.3070710006950463,20,decrement
228,80,0.0,20,decrement
228,120,1.7083191333118646,20,increment
228,140,2.285980442452425,20,increment
228,160,2.285980442452425,20,increment
229,40,2.4682199159753035,0,decrement
229,60,4.120082685883588,0,decrement
229,80,-0.8388510847197428,0,decrement
229,120,3.6369475770973123,0,increment
229,140,3.6369475770973123,0,increment
229,160,3.6369475770973123,0,increment
229,40,4.382643190668814,5,decrement
229,60,2.730780420760529,5,decrement
229,80,1.653233499114325,5,decrement
229,120,-0.27905630409163207,5,increment
229,140,1.9504677749572104,5,increment
229,160,4.679877466511699,5,increment
229,40,4.120082685883588,10,decrement
229,60,4.120082685883588,10,decrement
229,80,-0.8388510847197428,10,decrement
229,120,4.382643190668814,10,increment
229,140,4.382643190668814,10,increment
229,160,4.382643190668814,10,increment
229,40,2.4015624768981114,20,decrement
229,60,2.4015624768981114,20,decrement
229,80,-0.9055085237969351,20,decrement
229,120,2.234842459280057,20,increment
229,140,1.6571811501394969,20,increment
229,160,2.234842459280057,20,increment
230,40,4.679877466511699,0,decrement
230,60,1.3728064658166503,0,decrement
230,80,-0.27905630409163207,0,decrement
230,120,1.6518627699082824,0,increment
230,140,4.9589337706033305,0,increment
230,160,4.9589337706033305,0,increment
230,40,4.679877466511699,5,decrement
230,60,1.3728064658166503,5,decrement
230,80,1.3728064658166503,5,decrement
230,120,3.0280146966034143,5,increment
230,140,4.679877466511699,5,increment
230,160,4.679877466511699,5,increment
230,40,4.9589337706033305,10,decrement
230,60,3.3070710006950463,10,decrement
230,80,1.6518627699082824,10,decrement
230,120,1.2019915014590956,10,increment
230,140,4.509062502154144,10,increment
230,160,2.8571997322458595,10,increment
230,40,4.679877466511699,20,decrement
230,60,3.0280146966034143,20,decrement
230,80,-0.27905630409163207,20,decrement
230,120,-0.27905630409163207,20,increment
230,140,2.450353387462854,20,increment
230,160,3.0280146966034143,20,increment
232,40,3.60185864532208,0,decrement
232,60,3.60185864532208,0,decrement
232,80,1.3723345662732356,0,decrement
232,120,1.3728064658166503,0,increment
232,140,3.0280146966034143,0,increment
232,160,1.9504677749572104,0,increment
232,40,-0.4498712684491868,5,decrement
232,60,4.509062502154144,5,decrement
232,80,1.2019915014590956,5,decrement
232,120,2.730780420760529,5,increment
232,140,2.730780420760529,5,increment
232,160,2.730780420760529,5,increment
232,40,2.8571997322458595,10,decrement
232,60,1.7796528105996556,10,decrement
232,80,1.7796528105996556,10,decrement
232,120,2.450353387462854,10,increment
232,140,4.679877466511699,10,increment
232,160,4.679877466511699,10,increment
232,40,2.1531191116199686,20,decrement
232,60,4.382643190668814,20,decrement
232,80,2.730780420760529,20,decrement
232,120,2.2295240790488426,20,increment
232,140,3.3070710006950463,20,increment
232,160,3.3070710006950463,20,increment
233,40,3.60185864532208,0,decrement
233,60,3.60185864532208,0,decrement
233,80,0.29478764462703155,0,decrement
233,120,2.285980442452425,0,increment
233,140,3.9378432123607094,0,increment
233,160,3.9378432123607094,0,increment
233,40,4.194946608021216,5,decrement
233,60,4.194946608021216,5,decrement
233,80,1.9654225289723717,5,decrement
233,120,1.8905586068347435,5,increment
233,140,1.8905586068347435,5,increment
233,160,2.4682199159753035,5,increment
233,40,1.2440402318090589,10,decrement
233,60,3.4735643108579035,10,decrement
233,80,3.4735643108579035,10,decrement
233,120,1.064799594670782,10,increment
233,140,3.7942092862252705,10,increment
233,160,3.7942092862252705,10,increment
233,40,3.993107717348061,20,decrement
233,60,3.993107717348061,20,decrement
233,80,2.341244947439777,20,decrement
233,120,2.1871407300976573,20,increment
233,140,3.839003500005942,20,increment
233,160,1.6094794209570973,20,increment
234,40,1.9654225289723717,0,decrement
234,60,2.5430838381129317,0,decrement
234,80,1.9654225289723717,0,decrement
234,120,0.0,0,increment
234,140,0.0,0,increment
234,160,0.0,0,increment
