chan_0_exponent0,chan_0_exponent1,chan_0_alpha0,chan_0_alpha1,chan_0_beta0,chan_1_alpha1,chan_3_alpha0,chan_3_beta0,chan_4_alpha1,chan_11_exponent1,chan_13_exponent0,chan_13_alpha0,chan_13_alpha1,chan_14_exponent1,chan_14_alpha1,chan_16_exponent0,chan_16_alpha0,chan_16_alpha1,chan_17_alpha0,chan_18_exponent1,chan_18_alpha0,chan_18_alpha1,chan_29_alpha0,motion,clock,clock_600,participant,log_motion
0.19759792702560022,0.17241323349631277,-0.2599456630652764,-0.0930226550134787,-0.5542830540654528,-0.01187785130022088,-0.17249775351439486,-0.0018631090764863183,-0.23885547556459133,0.03919326488901461,-0.10227602272924555,-0.2200180780480633,-0.04113806216783549,0.056118180898199956,-0.30659293365453133,-0.011957208350013624,-0.20887686277352088,-0.27775175515088296,-0.4628462282988818,0.14121819827225562,-0.522272011149744,-0.3390091087327097,-0.07040268824618073,0,23.883333333333333,24.0,201,0.0
0.14342573530283131,0.1274692534161964,-0.21295292670585245,-0.10800247892272914,0.48559126284649595,-0.03440567274191859,-0.2647367375314756,0.029756094057816727,-0.0828764714511409,0.037012962904078336,-0.11276928739753869,-0.19749456794796574,-0.1773476045882284,0.055410196191893135,-0.28550413721837276,0.012192631961710167,-0.3916857910020082,-0.2513185005266059,-0.14741094750215783,0.06511712832574788,-0.44425864887254707,-0.19540995141342737,-0.18640517076904672,5,19.883333333333333,20.0,201,1.6094379124341003
0.11210415064258276,0.10830785035441963,-0.23752093450340436,-0.09180724946733818,-0.5797619697246129,-0.10298487499481689,0.08365277840804805,-0.9837489683717373,-0.27446929616284427,-0.11142777117319203,-0.08984098402884685,-0.18649768574637526,-0.08818358680139035,-0.08751282652250218,-0.27444411982478095,-0.11598162443620334,-0.013335261620653634,-0.304442955464256,0.0067717508246141304,0.1593601068883924,-0.42371880600297984,-0.2855430333388358,0.01609362973949483,10,22.9,23.0,201,2.302585092994046
0.3134884717482431,0.2772586751152608,-0.07866664327295077,-0.30192241349770355,-1.3747577192076965,-0.10673709169852091,-0.01965213021745495,0.2951430845292448,-0.141927515006223,0.05192955286330506,-0.05091181038319127,-0.08348831367870088,-0.1854356670295307,-0.03454364994088995,-0.21614210510962598,-0.04067164185038347,0.15157186512964696,-0.23908248728246426,-0.1046768735890776,0.25319224610157753,-0.08069861618488043,-0.38911220769201144,0.0826398731644721,20,20.866666666666667,21.0,201,2.995732273553991
-0.01480340872400134,-0.010072571127425487,-0.4434389876538746,-0.13657897202175215,0.486401907588556,-0.09213925996663329,-0.04021000131058942,1.4788892685970734,-0.16082723291565593,0.01985110475334148,0.045651436339775524,0.10695084238733708,-0.07962338432448299,0.15787883976196443,0.05779002533883916,0.0003179477856655431,-0.04684575053979495,-0.008580566423167572,-0.20373555561555642,0.06360653312597907,0.13573915438669248,-0.28099125178093853,0.21291409605265096,0,16.0,16.0,202,0.0
0.05806572633330158,0.09242250778617482,-0.7969660227595616,0.22014288200284127,1.6655752089159264,-0.1092554841314229,-1.1304508126952233,1.6417454290949096,-0.019693535937878218,0.13460545655692427,0.04074850065244755,0.02554956539326336,-0.05637313043515324,0.00629146552971388,0.0318681096339603,-0.2243165587394142,-0.5926912350151361,-0.09674712645890071,0.032087287982660403,-0.01451048004764232,-0.19002474225900234,-0.13267405467814344,-0.998355661185263,5,16.96666666666667,17.0,202,1.6094379124341003
0.12560447907771438,0.0984917234637355,-0.34886819406895464,-0.038508988595223656,2.332963254888651,-0.07562013988853426,-1.3319890539289139,0.8169682470006986,0.09732755250356476,0.0657922049047036,0.002724059441274207,0.23626911625119743,-0.07680862082439122,0.021621415867643254,0.037255185276504704,-0.16862485827538332,0.17151151841919154,-0.14792288100429823,0.2313262677496616,0.023681322802277454,-0.016722291468443232,-0.1371175977757387,-1.2892143487670291,10,19.883333333333333,20.0,202,2.302585092994046
0.06936837530557695,0.07966724312485057,-0.7055804747105114,-0.0876138596802861,0.928700789391592,-0.03608570692964771,-0.4126649012484902,2.1294115938426623,-0.27467266914869776,0.09233705729099569,0.06112428065712351,-0.13440368191014504,-0.10758089627173281,0.1506967360812057,-0.12672333221062088,-0.15386592725102916,-0.3510319573284586,-0.1672617903577356,-0.28228414942651553,0.08032687909939432,0.1043352448474933,-0.17131728562366036,-0.04640269240241458,20,19.883333333333333,20.0,202,2.995732273553991
0.07344127736716803,0.11036363417976697,-0.4030526570428898,-0.06841163242909513,0.8145282279827006,0.2000184655453433,-2.652352952687169,1.1900583115467034,0.06277997857769843,0.1156181585720262,0.05015507352456437,0.6739937454760055,-0.151094803652703,0.05314942458644963,-0.05232424955128845,0.21504291308275436,0.3690514472207562,-0.15430691748283126,0.08860222546166603,0.12693611779486616,-0.450525455483036,-0.22591606903686753,0.20525876190800396,0,18.9,19.0,203,0.0
0.08832653839664498,0.12231211994806486,-0.2440580954223053,-0.16269992493253652,-0.5015221489940936,-0.04363447508660623,0.02301300374601354,-0.408646036067083,-0.17451785270555883,0.05140606598252339,0.05549191192442932,-0.4308941098547384,-0.022945303570807894,0.10344272984392011,-0.006835095551338391,-0.011720641719422262,-0.056826462951228715,0.07656122734335104,-0.3797209755314862,0.19005223264583587,0.08949717386319433,-0.010488220151702463,0.3106637469886486,5,19.876666666666665,19.992592592592594,203,1.6094379124341003
0.17988591583458807,0.20496443589566188,0.7192877850420222,0.06430547398890397,0.04896044311215508,0.3706200389426704,1.5233764154253864,-0.26234699934254124,0.09682255272219273,0.07651460112419188,0.01884339022649127,0.6694131306902562,-0.08296311097953267,0.008645344107892526,-0.033674122780347315,0.04820364847412127,-0.24989577586507059,0.03990651157949246,0.019509132473915468,0.09662908922114705,-0.9100841560051715,-0.11468633516242367,,10,20.93333333333333,21.0,203,2.302585092994046
-0.09014183882805529,-0.010733430450279751,-0.6680167527590455,-0.19951030415640836,0.8850755589349759,-0.23762121409487777,1.5129793665905387,0.6571574403047221,0.11599693978941997,0.06451004938607842,0.019175092127806857,0.534892517802899,-0.12307901348687618,0.028502121916975796,-0.060625876030882986,-0.0639118706610491,-0.12370137470881146,-0.15064297035835256,-0.033453797977662916,0.015597334184984095,-0.17182159986356627,-0.2789458960937854,0.9951057953189286,20,19.883333333333333,20.0,203,2.995732273553991
0.17383871942168252,0.1566025356876818,0.3705699340144632,-0.09073790967458403,1.2439374139210244,-0.12554571409106235,0.4198263363858091,1.0733584589017,-0.21336842034234,0.1721817732614919,0.0912153236910313,0.5011649843894449,0.046701252953158946,0.028153141410529638,-0.21763436923384483,0.09195905391384089,0.274466110532363,-0.17812675867767386,0.0890573113431206,0.15057355873629305,0.2931851932785245,-0.08002881266265645,1.3315255193100766,0,21.883333333333333,22.0,204,0.0
0.2802613085835275,0.18727402990421316,0.5639379411887752,0.10626639689534671,0.07748437955616011,-0.15017834205469383,0.5686537926984438,1.3557885525120348,0.13731010848946637,-0.07738003990340481,0.04642021827505011,0.6841383692560371,-0.011134336978374747,0.061838873803867885,-0.09243479445878475,0.010533610049606795,0.3660986814136159,-0.04668339830593432,0.229886841101076,-0.02505539565240475,0.21125076942434196,-0.08041328541822575,-0.014655076754425567,5,19.9,20.0,204,1.6094379124341003
0.2158084130987267,0.20770720206065071,0.7313752800800583,-0.2825161974035816,0.1167481362638222,-0.1438688133102968,0.6859391629814108,1.273633866209042,-0.21458240222206992,0.11474915386641857,0.034503295562987375,0.3344031981401671,-0.09106329806222589,0.0981919152118714,-0.15230575903668556,0.0829354288824891,0.13169071145083397,-0.13464799097945188,0.7973703724789202,0.0812478868073968,0.5024543165166209,-0.29481728746801367,0.5093497855264459,10,19.883333333333333,20.0,204,2.302585092994046
0.3073782582250718,0.28648128889349733,0.5182032179987144,-0.43568788994970137,0.8644654797181717,-0.2182374515584192,0.6343728679287852,1.375134915789842,-0.17473278022633856,0.10007409070620125,-0.030335966649248265,0.48822245200549047,-0.12978686651634294,0.13764198678880718,-0.26835438224597546,0.14231274600589272,0.40120250140094815,-0.17860055467856042,0.5476043318267728,0.0014854003390231208,0.44722137293834086,-0.11152142202756073,0.2910110030337328,20,19.883333333333333,20.0,204,2.995732273553991
-0.04988311193029763,-0.043466210355400756,-0.38452322541754946,-0.08691910343594028,0.8561657783386117,-0.0399070807620245,-0.674314034927658,-0.4552286336760486,-0.026228416758605502,0.05788397756297128,-0.1521955331153825,0.30745132483303783,-0.021009254085760265,-0.04832029483932174,0.06327089026604064,-0.10709048595863714,-0.5945958527965058,-0.06933488459004702,-1.145349724937808,0.08600811699117032,-0.5148242763305533,-0.16042717038759785,-0.14473066048884897,0,16.823333333333334,16.85185185185185,205,0.0
0.019621042794581066,0.04939193240707156,-0.33757269908661314,-0.07669395887330967,1.3909996782426681,-0.1999642404926577,-0.4231722020340769,0.3977079057034304,-0.1806523500808764,0.12696082891869911,-0.16503818114463106,-0.255378653431447,-0.09416257586026731,0.04018945791336347,-0.089585771844182,0.02703739694476108,-0.23242576325329817,-0.021113740492679164,-0.3935019734136837,0.02494264817594894,-1.1558558810879704,-0.25192496382840285,-0.5895172883410673,5,19.69,19.807407407407407,205,1.6094379124341003
-0.0202207352962203,-0.010491538173295506,-0.7922542505100428,-0.11935890414684154,0.920793616902252,0.11960682926887684,-0.45134221870938357,0.7722477241523583,-0.2687213902055093,0.1664451924608883,-0.07868569843833476,-0.4900680430609894,-0.11139108331470181,0.01287809041335716,0.16494247267182263,0.025901605950073858,-0.19846243235254263,-0.15314810326423672,-0.09898809967264946,-0.0235308518062799,-0.8029496899455735,-0.1425841101483713,-0.6872478323046333,10,19.686666666666667,19.796296296296298,205,2.302585092994046
0.055485151509860296,0.024583421088623356,-0.5157800580393552,-0.17821197841118935,-0.9749414114791743,-0.011706384490995599,-1.1155126688478056,0.11651390195075097,0.05058498588100923,0.12844054387636075,-0.0647997770813683,-0.8529775622127076,-0.10224602380027988,0.1022851750700034,-0.14816802842217333,0.027458279088109046,0.0012980183555538602,0.021098640755283383,-0.6925917846468177,0.05600943564456743,-0.5181998314848139,-0.10130243580231701,-0.24421101661206399,20,19.73,19.848148148148145,205,2.995732273553991
-0.24988782022400433,-0.13579000785632306,-0.27427448348939426,-0.19482421390212615,1.3549531996806319,-0.1597874479173997,-0.006295886668015282,0.5374679297067534,-0.236756365610069,-0.1486044591624593,-0.11203112215193167,0.17230554661237452,-0.060848867683546026,-0.1447034823429308,-0.11294209192390506,-0.15057800863753568,0.15720144807123992,-0.2035597329476457,0.011371429969622641,-0.11598293968701738,-0.26725137275155697,-0.12005832586621143,0.02776465498540811,0,19.9,20.0,206,0.0
-0.24247904319373675,-0.14499812780573326,0.25121851020243435,-0.3011905498527479,-2.3980601971759663,-0.24981704087452883,-0.15911490557953203,-1.1670484691630876,-0.28727577102755825,-0.08310390264785938,-0.05015599680598769,0.012384403869429916,-0.15772250553587477,-0.16020413806681771,-0.1650326313454293,-0.2510883940059223,-0.06639824332838369,-0.21666973119879782,0.07928945818634153,-0.11527418250163084,0.013709884583888629,-0.12961484073297305,-0.19653942315241277,5,17.9,18.0,206,1.6094379124341003
-0.12328981114218099,-0.030847980421592487,-0.3197316902621161,-0.27788582588702787,-0.5977873607236093,-0.13539596049411376,-0.07825285139724338,1.8772724563842076,-0.29227022027293065,-0.011502984491194617,-0.012153304453098852,-0.17782463515005395,-0.12707800613684903,-0.07035040330003288,-0.15678308561296656,-0.21132523871974823,-0.07004140444097867,-0.18452200299819943,0.024627685362258126,-0.10439215889858573,-0.17475229190517597,-0.129695319481297,-0.20773846542209418,10,19.883333333333333,20.0,206,2.302585092994046
0.027339668362105538,0.06336287224451291,-0.39731691023381316,-0.10469489510568158,0.7088894580454213,-0.21589277444060417,-0.2916786122540422,-1.3192103086695814,-0.16005533620989673,-0.08740599017592006,-0.03236226514494991,-0.081886149826645,-0.03899090081437161,-0.17664770328754603,0.016108581573690193,-0.22917487834335182,-0.21404473130713025,-0.052801674075532636,0.12827929600981886,-0.09579106675611902,-0.17700384824341675,-0.1748758381311162,-0.26162155437539464,20,18.93333333333333,19.0,206,2.995732273553991
-0.023434792718504648,0.05039545950880545,-0.23066493767961352,-0.30700012655140174,0.6236525347835488,-0.261600078904943,-0.45302449656835336,1.3607386155906627,-0.3455590712942828,0.08630568131098591,0.005988578037251421,-0.10897681978206725,-0.15646647275804595,0.013624815800843853,-0.19730682453928253,-0.15143349481869495,-0.20361291779975263,-0.22427337694017294,-0.1616048030568089,0.10537864655105653,-0.6344466919378726,-0.41026017633046236,-0.19610514968403242,0,20.866666666666667,21.0,207,0.0
0.07339936520448143,0.1424023117815885,-0.17467737603051703,-0.4492822151405372,1.0667090183158983,-0.28957411291224716,-0.18232393714439143,0.40128579672305165,-0.4342066140293339,0.014168327129978392,-0.04493199046069514,0.22544170928895346,-0.22080199912742182,0.052516899376951566,-0.24090502471183203,0.16682180815961414,-0.1027278809320062,-0.49369736949486925,-0.12484905920751813,0.2169791346230922,-0.3400265754224965,-0.5250197728352373,-0.23939766951432362,5,19.863333333333333,19.97777777777778,207,1.6094379124341003
