,nonadapt,adapt,novel
227,None,None,None
228,None,None,None
229,None,None,None
230,None,None,None
231,None,None,None
232,None,None,None
233,None,None,None
234,None,None,None
235,None,None,None
236,None,None,j
237,None,None,None
238,None,None,None
239,None,None,None
240,None,None,None
241,None,None,None
242,None,None,j
243,None,None,None
244,None,None,j
245,None,None,None
246,None,j,None
247,None,None,None
248,None,None,None
249,None,None,None
250,None,None,None
251,None,None,None
252,None,None,None
253,None,None,None
254,j,j,j
255,None,None,None
256,None,None,None
257,None,None,None
258,j,j,None
259,None,None,None
260,None,None,None
261,None,None,j
262,None,None,None
263,None,None,None
264,None,None,None
265,None,None,None
266,None,None,None
267,None,None,None
268,None,None,None
269,None,None,None
270,None,None,None
271,None,None,None
272,None,None,None
273,None,None,None
274,None,None,None
275,None,None,None
276,None,None,None
277,None,None,None
278,None,None,None
279,None,None,None
280,None,None,None
281,None,None,None
282,None,None,None
283,None,None,None
284,None,None,None
285,j,None,None
286,None,None,None
287,None,None,None
288,None,None,None
289,None,None,None
290,None,None,None
291,None,None,None
292,None,None,None
293,None,None,None
294,None,None,None
295,None,None,None
296,j,None,j
297,None,None,None
298,None,None,None
299,None,None,None
300,None,None,j
301,None,None,None
302,None,None,None
303,None,None,None
304,None,None,None
305,None,None,None
306,None,None,j
307,None,None,None
308,None,None,None
309,None,None,None
310,None,None,None
311,None,None,None
312,j,None,j
313,None,None,None
314,None,j,None
315,None,None,None
316,None,None,None
317,None,None,None
318,None,None,None
319,None,None,None
320,None,j,None
321,None,None,None
322,None,j,None
323,None,j,None
324,j,j,j
325,None,j,j
326,None,j,None
327,None,None,None
328,None,None,None
329,None,None,None
330,j,j,None
331,None,None,None
332,None,j,None
333,None,j,None
334,None,None,None
335,None,j,j
336,None,j,None
337,None,None,None
338,None,None,None
339,None,j,j
340,None,j,j
341,None,j,None
342,None,j,None
343,None,j,None
344,None,j,None
345,None,None,None
346,None,j,None
347,None,j,None
348,None,j,None
349,None,j,j
350,None,j,None
351,None,j,j
352,j,j,None
353,None,j,None
354,None,None,None
355,None,j,None
356,None,None,None
357,None,j,None
358,None,j,None
359,None,j,None
360,None,None,None
361,j,None,None
362,None,None,None
363,j,None,None
364,None,None,None
365,j,None,j
366,None,j,None
367,None,None,None
368,None,j,None
369,None,None,None
370,None,None,None
371,None,j,None
372,j,j,None
373,None,None,None
374,j,None,None
375,None,None,None
376,None,None,None
377,j,None,j
378,None,j,None
379,None,j,None
380,None,None,j
381,None,None,None
382,None,None,None
383,None,None,None
384,j,None,None
385,None,j,j
386,None,None,None
387,None,None,None
388,None,None,None
389,None,None,None
390,j,j,None
391,j,j,None
392,None,j,None
393,None,None,None
394,None,None,None
395,j,j,None
396,None,j,None
397,None,j,None
398,None,j,None
399,j,j,None
400,None,j,None
401,None,j,j
402,None,None,None
403,None,None,None
404,j,j,j
405,None,j,None
406,None,None,j
407,None,j,None
408,None,None,None
409,None,j,None
410,None,None,None
411,None,None,j
412,None,j,None
413,None,None,None
414,j,None,None
415,None,None,None
416,None,None,None
417,None,None,j
418,None,None,None
419,None,j,None
420,None,None,None
421,j,None,None
422,None,None,None
423,None,None,None
424,None,None,None
425,None,j,None
426,None,None,None
427,None,None,j
428,None,None,None
429,None,None,None
430,None,None,None
431,None,None,None
432,None,None,None
433,None,None,None
434,None,None,None
435,j,None,j
436,j,j,None
437,None,None,None
438,None,None,None
439,None,None,None
440,j,j,j
441,None,None,None
442,None,None,None
443,None,None,None
444,j,None,None
445,None,None,j
446,None,j,j
447,None,None,j
448,None,None,None
449,None,None,None
450,None,None,None
451,None,None,None
452,None,None,None
453,None,None,None
454,None,None,None
455,None,None,None
456,None,j,j
457,None,None,None
458,None,None,None
459,None,None,None
460,None,None,None
461,None,None,None
462,None,None,None
463,None,None,None
464,j,None,None
465,None,None,j
466,None,None,None
467,None,None,j
468,None,None,None
469,None,j,j
470,None,None,None
471,None,None,None
472,None,None,None
473,None,None,None
474,None,None,None
475,None,None,None
476,None,None,None
477,None,None,None
478,None,None,None
479,None,None,None
480,None,None,None
481,None,None,None
482,None,None,None
483,None,None,None
484,None,None,None
485,None,None,None
486,None,None,None
487,None,None,None
488,None,None,None
489,None,None,None
490,None,None,None
491,None,None,None
492,None,None,None
493,j,j,j
494,None,None,None
495,None,None,None
496,None,None,None
497,None,None,None
498,j,None,None
499,j,None,None
500,None,None,None
501,None,None,None
502,None,None,None
503,None,None,None
504,None,None,None
505,None,None,None
506,j,j,j
507,None,None,None
508,None,j,None
509,None,None,None
510,None,None,None
511,None,None,None
512,None,None,None
513,None,None,None
514,None,None,None
515,None,None,None
516,None,None,None
517,None,None,None
518,None,None,None
519,None,None,None
520,j,j,j
521,None,None,None
522,None,None,None
523,None,None,None
524,None,None,None
525,None,None,None
526,None,None,None
527,None,None,None
528,None,None,None
529,None,None,None
530,None,None,None
531,None,None,None
532,None,None,None
533,None,None,None
534,j,j,j
535,None,None,None
536,None,None,None
537,j,None,None
538,None,j,None
539,None,None,None
540,None,None,None
541,None,None,None
542,None,None,None
543,j,None,None
544,None,None,None
545,None,None,None
546,None,None,None
547,None,None,None
548,j,None,None
549,None,None,None
550,None,None,None
551,None,None,None
552,None,None,None
553,None,None,None
554,None,None,None
555,None,None,None
556,None,None,None
557,j,j,j
558,None,None,None
559,None,None,None
560,None,None,None
561,None,None,None
562,j,j,j
563,None,None,None
564,None,None,None
565,None,None,None
566,None,None,None
567,None,None,None
568,None,None,None
569,None,None,None
570,None,None,None
571,None,None,None
572,None,None,None
573,None,None,None
574,None,None,None
575,None,None,None
576,None,None,None
577,None,None,None
578,None,None,None
579,None,None,j
580,None,None,None
581,j,j,None
582,None,None,None
583,None,None,None
584,None,None,None
585,j,j,j
586,None,None,None
587,None,None,None
588,None,None,None
589,None,None,None
590,None,None,None
591,j,None,None
592,None,None,None
593,None,None,None
594,None,None,None
595,None,None,j
596,None,None,None
597,None,None,None
598,None,None,None
599,j,None,None
600,None,None,None
601,None,None,None
602,None,None,j
603,None,None,None
604,None,None,None
605,None,None,None
606,None,None,None
607,None,j,j
608,None,None,None
609,None,None,None
610,None,None,None
611,None,None,None
612,None,None,None
613,None,None,None
614,None,None,None
615,None,None,None
616,None,None,None
617,None,None,None
618,None,None,None
619,None,None,None
620,j,j,j
621,None,None,None
622,None,None,None
623,None,None,None
624,j,j,j
625,None,None,None
626,None,None,None
627,None,None,None
628,None,None,None
629,None,None,None
630,None,None,None
631,None,None,None
632,None,None,None
633,None,None,None
634,None,None,None
635,None,None,None
636,j,None,None
637,None,None,None
638,None,None,None
639,None,None,None
640,None,None,None
641,None,None,None
642,None,None,None
643,None,None,None
644,None,None,None
645,None,None,None
646,None,None,None
647,None,None,None
648,None,None,None
649,None,None,None
650,None,None,None
651,None,None,None
652,None,None,None
653,None,None,None
654,None,None,None
655,j,None,j
656,None,None,None
657,None,None,None
658,None,None,None
659,j,None,None
660,None,None,None
661,None,None,None
662,None,None,None
663,None,None,None
664,None,None,None
665,None,None,None
666,j,j,j
667,None,None,None
668,None,None,None
669,None,None,None
670,None,None,None
671,None,None,None
672,None,None,None
673,None,None,j
674,None,None,None
675,None,None,None
676,None,j,j
677,None,None,None
678,None,None,None
679,None,None,None
680,j,None,j
681,None,None,None
682,None,None,None
683,None,None,None
684,None,None,None
685,None,None,None
686,None,None,None
687,None,None,None
688,None,None,None
689,None,None,None
690,None,None,None
691,None,None,None
692,None,None,None
693,None,None,None
694,None,None,None
695,None,None,None
696,None,None,None
697,None,None,None
698,None,None,None
699,j,None,j
700,None,None,None
701,None,None,None
702,None,None,None
703,None,None,None
704,j,None,None
705,None,None,None
706,None,None,None
707,None,None,None
708,None,None,None
709,None,None,None
710,None,None,None
711,None,None,None
712,j,None,None
713,None,None,None
714,None,None,None
715,None,None,None
716,None,None,None
717,None,None,None
718,j,None,None
719,None,None,None
720,None,None,None
721,None,j,None
722,None,None,None
723,None,None,None
724,None,None,None
725,None,None,None
726,None,None,None
727,None,None,None
728,None,None,None
729,None,j,None
730,None,None,None
731,None,None,None
732,None,None,None
733,None,None,None
734,None,None,None
735,j,j,j
736,None,None,None
737,None,j,None
738,None,None,None
739,None,None,None
740,None,None,None
741,None,j,j
742,None,j,None
743,None,None,None
744,None,None,None
745,None,j,None
746,None,j,None
747,None,j,j
748,None,None,None
749,None,None,None
750,None,j,None
751,None,None,None
752,None,None,None
753,None,None,None
754,None,None,None
755,None,None,None
756,None,None,None
757,j,None,None
758,None,None,None
759,None,None,None
760,None,None,None
761,None,None,None
762,None,None,None
763,None,None,None
764,None,None,None
765,None,None,None
766,None,None,j
767,None,None,None
768,None,None,None
769,None,None,None
770,None,None,None
771,None,None,None
772,j,None,None
773,None,None,None
774,None,None,None
775,None,None,None
776,None,None,None
777,None,None,None
778,None,None,None
779,None,None,None
780,None,None,None
781,None,None,None
782,None,None,None
783,None,None,None
784,None,None,None
785,None,None,None
786,None,None,None
787,None,None,None
788,None,None,j
789,None,None,None
790,None,None,None
791,None,None,None
792,None,None,None
793,None,None,None
794,None,None,None
795,None,None,None
796,None,None,None
797,None,None,None
798,None,None,None
799,None,None,None
800,j,j,j
801,None,None,None
802,None,None,None
803,None,None,None
804,None,None,None
805,None,None,None
806,None,None,None
807,j,j,j
808,None,None,None
809,None,None,None
810,None,None,None
811,None,None,None
812,None,None,None
813,None,None,None
814,None,None,None
815,None,None,None
816,None,None,None
817,None,None,None
818,None,None,None
819,None,None,None
820,None,None,None
821,j,j,None
822,None,None,None
823,None,None,None
824,None,None,None
825,None,None,None
826,None,None,None
827,None,None,None
828,None,None,None
829,None,None,None
830,None,None,None
831,j,None,None
832,None,None,None
833,None,None,None
834,None,None,None
835,None,None,None
836,None,None,None
837,None,None,None
838,None,None,None
839,None,None,None
840,None,None,None
841,None,None,None
842,None,None,None
843,j,j,None
844,None,None,None
845,None,None,None
846,None,None,None
847,None,None,None
848,j,j,j
849,None,None,None
850,None,None,None
851,None,j,None
852,None,None,None
853,None,None,None
854,None,j,j
855,None,None,None
856,None,None,None
857,None,j,None
858,None,None,None
859,None,None,None
860,None,j,None
861,j,None,None
862,j,j,j
863,None,None,None
864,None,None,None
865,None,None,None
866,None,None,None
867,None,None,None
868,None,None,None
869,None,None,None
870,None,None,None
871,None,None,None
872,None,None,None
873,None,None,None
874,None,None,None
875,j,None,None
876,None,None,None
877,None,None,None
878,None,None,None
879,None,None,None
880,None,None,j
881,None,None,None
882,None,None,None
883,None,None,None
884,j,None,None
885,None,None,None
886,None,None,None
887,None,None,None
888,None,None,None
889,None,None,None
890,None,None,None
891,None,None,None
892,None,None,j
893,None,None,None
894,None,None,None
895,None,None,None
896,j,None,None
897,None,None,None
898,None,None,None
899,None,None,None
900,None,None,None
901,j,None,None
902,None,None,None
903,None,None,None
904,None,None,None
905,None,None,None
906,j,None,None
907,j,None,j
908,None,None,None
909,None,None,None
910,None,None,None
911,j,None,None
912,None,None,None
913,None,None,None
914,None,None,None
915,j,j,j
916,None,None,None
917,None,None,None
918,None,None,None
919,None,None,None
920,j,None,None
921,None,None,None
922,None,None,j
923,None,None,None
924,None,None,None
925,None,None,None
926,None,None,None
927,None,None,None
928,None,None,None
929,None,None,None
930,None,j,None
931,None,j,None
932,None,j,None
933,None,j,j
934,None,j,None
935,None,j,None
936,None,j,None
937,None,j,None
938,None,j,None
939,None,j,None
940,j,j,None
941,None,j,None
942,None,j,None
943,None,j,None
944,None,j,None
945,None,j,None
946,None,j,None
947,None,j,None
948,None,None,None
949,j,j,None
950,None,None,None
951,None,None,None
952,None,None,None
953,j,j,None
954,None,j,None
955,None,None,None
956,None,None,None
957,None,None,None
958,j,j,j
959,None,None,None
960,None,None,None
961,None,None,None
962,None,None,j
963,None,None,None
964,None,None,None
965,None,None,None
966,None,None,None
967,None,None,None
968,None,None,None
969,None,None,None
970,None,None,None
971,None,None,None
972,j,j,j
973,None,None,None
974,None,None,None
975,None,None,None
976,None,None,None
977,None,None,None
978,None,None,j
979,None,None,None
980,None,None,None
981,None,None,None
982,None,j,j
983,None,None,None
984,None,None,None
985,None,None,None
986,None,None,None
987,None,None,None
988,None,None,None
989,None,None,None
990,None,None,None
991,None,None,None
992,None,None,None
993,None,None,None
994,None,None,None
995,None,None,None
996,None,None,None
997,j,j,j
998,None,None,None
999,None,None,j
1000,None,None,None
1001,None,None,None
1002,None,None,j
1003,None,None,None
1004,None,None,None
1005,None,None,None
1006,None,None,None
1007,None,None,None
1008,None,j,j
1009,None,None,None
1010,None,None,None
1011,None,None,None
1012,None,None,None
1013,None,None,None
1014,None,j,j
1015,None,None,None
1016,None,None,None
1017,None,None,None
1018,None,None,None
1019,None,None,None
1020,None,None,None
1021,None,None,None
1022,None,None,None
1023,None,None,None
1024,None,None,None
1025,None,None,None
1026,None,None,None
1027,None,None,None
1028,None,None,j
1029,None,None,None
1030,None,None,j
1031,None,None,j
1032,None,None,None
1033,None,None,None
1034,None,None,None
1035,None,j,None
1036,None,None,None
1037,None,None,None
1038,None,None,None
1039,None,None,None
1040,None,j,j
1041,None,None,j
1042,None,None,None
1043,None,None,None
1044,j,j,j
1045,None,None,None
1046,None,None,None
1047,None,None,None
1048,None,None,None
1049,None,None,None
1050,None,None,None
1051,None,None,None
1052,None,None,None
1053,None,None,None
1054,None,None,None
1055,None,None,None
1056,None,None,None
1057,None,None,None
1058,j,j,j
1059,None,None,None
1060,None,None,None
1061,None,None,j
1062,None,None,None
1063,None,None,j
1064,None,None,None
1065,None,None,None
1066,None,None,None
1067,None,None,None
1068,j,None,j
1069,None,None,None
1070,None,None,None
1071,None,None,None
1072,None,None,None
1073,None,None,None
1074,None,None,None
1075,None,None,j
1076,None,None,j
1077,j,j,j
1078,None,None,None
1079,None,None,None
1080,None,None,None
1081,None,None,None
1082,None,None,None
1083,None,None,None
1084,None,None,None
1085,None,None,None
1086,None,None,None
1087,None,None,None
1088,None,None,None
1089,None,None,None
1090,None,j,None
1091,None,None,None
1092,None,None,None
1093,None,None,None
1094,None,None,None
1095,None,None,None
1096,None,j,j
1097,None,None,None
1098,None,None,None
1099,None,None,None
1100,None,j,None
1101,None,None,None
1102,None,None,None
1103,None,None,None
1104,None,None,None
1105,j,j,j
1106,None,None,None
1107,None,None,None
1108,None,None,None
1109,None,None,None
1110,None,None,None
1111,None,None,None
1112,None,None,None
1113,None,None,None
1114,None,None,None
1115,j,j,j
1116,None,None,None
1117,None,None,None
1118,None,None,None
1119,None,None,None
1120,None,None,None
1121,None,None,None
1122,None,j,None
1123,j,j,j
1124,None,None,j
1125,None,None,None
1126,None,None,None
1127,None,None,None
1128,j,j,j
1129,None,None,j
1130,None,None,None
1131,None,None,None
1132,None,None,None
1133,None,None,None
1134,None,None,None
1135,None,None,None
1136,None,None,None
1137,None,None,None
1138,None,None,None
1139,None,None,None
1140,None,None,None
1141,None,None,None
1142,None,None,None
1143,None,None,None
1144,None,None,None
1145,None,None,None
1146,None,None,None
1147,j,j,j
1148,None,None,None
1149,None,None,None
1150,None,None,None
1151,None,None,None
1152,None,None,None
1153,None,None,None
1154,None,None,None
1155,None,None,None
1156,None,None,None
1157,None,None,None
1158,None,j,None
1159,None,None,None
1160,None,j,None
1161,None,None,None
1162,None,j,None
1163,None,j,None
1164,None,j,None
1165,None,None,None
1166,None,j,None
1167,None,j,j
1168,None,j,None
1169,None,j,None
1170,None,None,None
1171,None,None,None
1172,None,None,None
1173,None,None,None
1174,None,None,None
1175,None,None,None
1176,None,None,None
1177,None,None,None
1178,None,None,None
1179,None,None,None
1180,None,None,None
1181,None,None,None
1182,None,None,None
1183,None,None,None
1184,None,None,None
1185,j,None,None
1186,None,None,None
1187,None,None,None
1188,None,None,None
1189,j,j,j
1190,None,None,None
1191,None,None,None
1192,None,None,None
1193,None,None,None
1194,None,None,None
1195,None,None,None
1196,None,None,None
1197,None,None,None
1198,None,None,None
1199,j,None,j
