,nonadapt,adapt,novel
227,None,j,None
228,None,None,None
229,None,None,None
230,j,None,j
231,None,None,None
232,None,None,None
233,None,None,None
234,None,j,None
235,None,None,None
236,None,None,None
237,None,None,None
238,None,None,None
239,None,None,None
240,None,None,None
241,None,None,None
242,None,None,None
243,None,None,None
244,None,None,None
245,None,None,None
246,None,None,None
247,None,None,None
248,None,None,j
249,None,None,None
250,None,None,None
251,None,None,None
252,None,None,None
253,j,None,j
254,None,None,None
255,None,None,None
256,j,None,None
257,None,None,None
258,None,None,None
259,None,None,None
260,j,j,j
261,None,None,None
262,None,None,None
263,None,None,None
264,None,None,None
265,None,None,None
266,None,None,None
267,j,j,j
268,None,None,None
269,None,None,None
270,None,None,None
271,None,None,None
272,None,None,None
273,None,None,None
274,None,None,None
275,None,None,None
276,None,None,None
277,None,None,None
278,None,None,None
279,None,None,None
280,None,None,None
281,None,None,None
282,None,None,None
283,j,None,None
284,None,None,None
285,None,None,None
286,None,None,None
287,None,None,None
288,None,None,None
289,None,None,None
290,None,None,None
291,None,None,None
292,j,None,j
293,None,None,None
294,None,None,j
295,None,None,None
296,None,None,None
297,None,None,None
298,None,None,None
299,j,j,j
300,None,None,None
301,None,None,None
302,None,None,None
303,None,None,None
304,None,None,None
305,j,None,j
306,None,None,j
307,j,None,None
308,None,None,None
309,None,None,None
310,None,None,None
311,j,None,j
312,None,None,j
313,None,None,None
314,None,None,None
315,None,None,None
316,None,None,j
317,None,None,None
318,None,None,None
319,None,None,None
320,None,None,None
321,None,None,None
322,None,None,None
323,None,None,None
324,None,None,None
325,None,None,None
326,None,None,None
327,None,None,None
328,None,None,None
329,j,j,j
330,None,None,None
331,None,None,None
332,None,None,None
333,None,None,None
334,None,None,None
335,None,None,None
336,None,None,None
337,None,None,None
338,None,None,None
339,j,None,j
340,None,None,None
341,None,None,None
342,None,None,None
343,None,None,None
344,None,None,None
345,None,None,j
346,None,None,None
347,None,None,None
348,None,None,None
349,j,None,j
350,None,None,None
351,None,None,None
352,None,None,None
353,None,None,None
354,None,None,None
355,None,None,None
356,None,None,None
357,j,None,None
358,None,j,None
359,None,None,None
360,None,None,None
361,None,None,j
362,None,None,None
363,None,None,None
364,None,None,None
365,None,None,None
366,j,j,j
367,None,None,None
368,None,None,None
369,None,None,None
370,None,None,None
371,j,None,None
372,None,None,None
373,None,None,None
374,None,None,None
375,None,None,None
376,None,None,None
377,None,None,None
378,None,None,None
379,None,None,None
380,None,None,None
381,None,None,None
382,j,j,None
383,j,None,None
384,None,None,None
385,None,None,None
386,j,None,None
387,j,None,j
388,None,None,None
389,j,None,None
390,None,None,None
391,None,None,None
392,None,None,None
393,None,None,None
394,j,None,None
395,None,None,None
396,j,None,j
397,None,None,None
398,None,None,None
399,j,None,None
400,None,None,None
401,None,None,None
402,None,None,None
403,None,None,None
404,None,None,None
405,None,None,None
406,None,None,None
407,None,None,None
408,None,None,None
409,None,None,j
410,None,None,None
411,None,None,None
412,j,j,j
413,None,None,None
414,None,None,None
415,None,None,j
416,None,None,None
417,j,None,None
418,j,None,j
419,None,None,None
420,None,None,j
421,None,j,j
422,None,None,None
423,None,None,None
424,None,None,None
425,None,None,None
426,None,None,None
427,None,j,None
428,None,None,None
429,None,None,None
430,None,None,None
431,j,None,None
432,None,None,None
433,None,None,j
434,None,None,None
435,None,None,None
436,None,j,None
437,None,j,None
438,None,None,None
439,j,None,None
440,None,j,None
441,None,j,None
442,None,None,None
443,None,None,None
444,j,j,j
445,None,None,None
446,None,j,None
447,None,j,None
448,None,j,None
449,j,j,j
450,None,None,j
451,None,None,None
452,j,None,None
453,None,None,None
454,None,None,None
455,j,None,None
456,None,j,None
457,None,None,None
458,None,None,None
459,None,j,None
460,None,None,None
461,None,j,None
462,None,j,None
463,j,None,j
464,None,j,None
465,None,None,None
466,None,None,None
467,None,j,None
468,None,j,None
469,None,None,None
470,None,None,None
471,None,None,None
472,None,j,None
473,None,j,None
474,None,None,None
475,None,None,None
476,None,None,None
477,None,None,None
478,None,None,None
479,j,None,j
480,None,None,None
481,None,None,None
482,None,None,None
483,None,None,None
484,None,j,None
485,None,None,None
486,j,None,None
487,None,None,j
488,None,None,None
489,None,None,None
490,None,None,None
491,j,j,None
492,None,None,None
493,None,None,None
494,None,None,None
495,None,None,None
496,None,j,None
497,None,None,None
498,None,None,None
499,None,j,None
500,j,j,j
501,None,None,None
502,None,None,None
503,None,j,None
504,None,None,j
505,None,None,None
506,None,None,None
507,None,j,None
508,j,j,None
509,None,None,None
510,None,None,None
511,None,None,j
512,None,None,j
513,None,None,None
514,None,None,None
515,None,None,None
516,None,None,None
517,None,None,None
518,None,None,None
519,None,None,None
520,None,None,None
521,None,None,j
522,None,None,j
523,None,None,None
524,None,None,None
525,None,j,None
526,None,j,None
527,j,None,j
528,None,None,None
529,j,None,None
530,None,None,None
531,None,None,j
532,None,None,j
533,None,None,None
534,j,None,j
535,None,None,None
536,None,None,None
537,None,None,None
538,None,None,None
539,None,None,None
540,None,None,None
541,None,None,None
542,None,None,None
543,None,j,None
544,None,None,None
545,None,None,None
546,None,None,None
547,None,None,None
548,None,None,None
549,j,j,None
550,None,None,None
551,None,None,None
552,None,None,None
553,None,j,None
554,None,None,j
555,j,j,None
556,None,None,None
557,None,None,None
558,None,None,None
559,None,None,None
560,None,None,None
561,None,j,None
562,None,None,None
563,None,j,None
564,None,None,None
565,None,None,None
566,j,j,j
567,None,None,None
568,None,None,j
569,None,None,j
570,None,None,None
571,j,None,None
572,j,None,None
573,None,None,None
574,j,None,None
575,j,None,None
576,None,None,None
577,None,None,None
578,None,None,None
579,j,None,j
580,None,j,None
581,None,None,None
582,None,None,None
583,None,None,None
584,j,None,j
585,None,None,j
586,None,None,None
587,None,j,None
588,None,None,None
589,None,None,None
590,None,None,None
591,None,None,None
592,j,None,j
593,None,None,None
594,None,None,None
595,None,None,None
596,None,None,None
597,None,None,None
598,None,None,None
599,None,None,None
600,j,j,j
601,None,None,None
602,j,None,None
603,j,None,None
604,j,None,None
605,j,j,j
606,None,None,None
607,None,None,None
608,None,None,None
609,None,None,None
610,None,None,None
611,j,j,None
612,None,None,j
613,None,None,None
614,None,None,None
615,j,j,j
616,j,None,j
617,None,None,None
618,None,None,None
619,None,None,None
620,None,None,None
621,None,j,None
622,j,None,None
623,None,j,None
624,None,j,None
625,None,None,None
626,None,j,None
627,None,None,None
628,None,None,None
629,None,None,None
630,None,j,None
631,j,j,None
632,None,j,None
633,None,None,None
634,None,j,None
635,None,j,None
636,None,None,None
637,None,None,j
638,None,j,None
639,None,None,None
640,None,None,None
641,None,None,None
642,None,None,None
643,j,None,None
644,None,None,None
645,j,None,j
646,None,None,None
647,None,None,None
648,None,None,None
649,None,None,None
650,None,None,None
651,None,None,None
652,None,None,None
653,None,None,None
654,None,j,None
655,j,None,j
656,None,None,None
657,None,None,j
658,None,j,None
659,None,None,j
660,None,j,j
661,None,None,None
662,None,j,None
663,None,j,None
664,None,None,None
665,j,None,None
666,None,j,None
667,None,j,None
668,j,j,j
669,None,j,None
670,None,j,None
671,None,None,None
672,None,j,None
673,None,j,None
674,j,j,None
675,j,j,j
676,None,j,j
677,None,j,j
678,None,None,None
679,None,j,None
680,None,j,None
681,None,j,j
682,None,j,None
683,None,j,None
684,None,j,None
685,j,j,None
686,None,j,None
687,None,None,None
688,None,j,None
689,None,j,None
690,None,None,None
691,None,None,None
692,None,j,None
693,None,None,None
694,None,None,None
695,j,None,None
696,None,None,None
697,j,j,j
698,None,None,None
699,None,None,None
700,None,None,None
701,None,None,None
702,j,None,j
703,None,None,j
704,None,None,None
705,None,None,None
706,None,None,None
707,j,j,j
708,None,None,None
709,None,None,None
710,None,None,None
711,None,None,None
712,None,None,None
713,None,None,None
714,None,None,None
715,None,None,None
716,None,None,None
717,None,None,None
718,None,None,None
719,None,None,None
720,None,None,None
721,None,None,None
722,None,None,None
723,None,None,None
724,None,None,None
725,j,None,None
726,j,None,None
727,None,j,None
728,None,None,None
729,j,None,j
730,None,None,None
731,None,None,None
732,None,None,None
733,None,j,None
734,j,None,None
735,None,None,None
736,j,j,None
737,None,None,None
738,None,None,None
739,None,None,None
740,None,j,j
741,None,None,None
742,None,None,None
743,None,None,None
744,None,None,None
745,j,j,None
746,None,None,None
747,j,None,None
748,None,j,None
749,j,j,None
750,None,None,None
751,None,None,None
752,None,None,None
753,None,j,None
754,None,None,None
755,None,None,None
756,None,None,None
757,None,None,j
758,None,None,None
759,None,None,None
760,None,None,None
761,j,None,j
762,None,None,None
763,j,None,None
764,None,None,None
765,None,None,None
766,j,None,None
767,None,None,None
768,None,None,None
769,None,None,j
770,None,None,None
771,None,None,None
772,None,None,None
773,None,None,None
774,None,None,None
775,None,None,None
776,j,None,j
777,None,None,None
778,None,None,None
779,None,None,j
780,None,None,None
781,None,None,None
782,None,j,None
783,None,None,None
784,None,j,j
785,None,j,None
786,None,None,None
787,None,j,None
788,None,None,None
789,None,None,None
790,None,j,None
791,None,j,None
792,None,None,None
793,None,j,None
794,None,j,None
795,j,j,j
796,None,j,None
797,j,None,None
798,None,j,j
799,j,j,j
800,None,j,None
801,j,j,None
802,None,j,None
803,None,j,None
804,None,j,None
805,j,None,None
806,None,j,None
807,None,j,None
808,None,None,None
809,None,j,None
810,None,None,None
811,None,None,None
812,None,None,None
813,None,None,None
814,None,None,None
815,None,None,None
816,j,j,j
817,j,None,None
818,None,None,None
819,None,None,None
820,j,j,j
821,None,None,None
822,None,None,None
823,j,None,None
824,j,None,None
825,None,None,None
826,j,None,None
827,None,None,None
828,j,None,None
829,None,None,None
830,None,None,None
831,None,None,None
832,None,None,j
833,None,None,None
834,None,None,None
835,None,None,None
836,None,None,None
837,None,None,None
838,None,None,None
839,None,None,j
840,None,None,None
841,None,None,None
842,None,None,None
843,None,None,None
844,None,j,None
845,None,None,None
846,j,j,None
847,None,j,None
848,None,None,j
849,None,None,None
850,None,None,None
851,None,None,None
852,j,None,None
853,j,j,j
854,None,j,None
855,None,None,None
856,None,j,None
857,None,j,j
858,None,None,None
859,None,None,None
860,None,None,None
861,None,None,None
862,None,j,None
863,j,j,j
864,j,j,None
865,None,j,None
866,j,None,None
867,j,j,j
868,None,None,None
869,None,j,None
870,None,None,None
871,None,None,None
872,None,None,None
873,None,None,None
874,None,None,None
875,None,None,None
876,None,None,None
877,j,None,None
878,None,None,None
879,None,None,None
880,None,None,None
881,None,None,None
882,None,None,None
883,None,None,None
884,None,None,None
885,None,None,None
886,None,None,None
887,None,None,j
888,j,None,None
889,None,None,None
890,None,None,j
891,None,None,None
892,None,None,None
893,None,None,None
894,None,None,None
895,None,None,j
896,j,j,j
897,None,None,None
898,j,None,j
899,j,None,None
900,None,j,None
901,j,None,j
902,None,None,None
903,None,j,j
904,None,None,None
905,None,None,None
906,j,None,None
907,None,None,None
908,None,None,j
909,None,j,None
910,j,None,None
911,None,None,None
912,j,None,j
913,None,None,None
914,None,None,None
915,None,None,None
916,None,None,None
917,None,None,None
918,None,None,j
919,j,j,j
920,None,None,None
921,j,None,None
922,None,None,None
923,None,None,None
924,None,None,j
925,None,None,None
926,None,j,j
927,None,None,None
928,None,None,None
929,None,None,None
930,j,None,None
931,None,None,None
932,None,None,None
933,None,None,None
934,None,None,None
935,None,None,None
936,None,None,None
937,None,None,None
938,None,None,None
939,None,None,None
940,None,None,None
941,None,j,None
942,j,j,None
943,None,j,None
944,None,j,None
945,None,None,None
946,None,None,None
947,j,j,j
948,None,j,j
949,None,j,None
950,None,None,None
951,j,j,None
952,None,None,None
953,None,j,None
954,None,j,None
955,None,None,None
956,None,j,None
957,None,None,None
958,j,j,j
959,None,None,None
960,None,None,None
961,None,None,None
962,None,None,None
963,None,None,None
964,None,None,None
965,None,None,None
966,None,None,None
967,j,None,None
968,None,None,None
969,None,None,None
970,None,None,None
971,None,None,None
972,j,j,j
973,None,None,None
974,None,None,None
975,None,None,None
976,None,None,None
977,None,None,None
978,None,None,None
979,None,None,None
980,None,None,None
981,None,None,None
982,None,None,None
983,j,j,j
984,None,None,None
985,None,None,None
986,None,None,None
987,j,None,None
988,None,None,None
989,None,None,None
990,None,None,None
991,None,None,None
992,None,None,None
993,None,None,None
994,None,None,None
995,None,None,None
996,None,None,None
997,None,None,None
998,None,None,j
999,None,None,None
1000,None,None,None
1001,None,None,None
1002,None,None,None
1003,None,None,None
1004,None,None,None
1005,None,None,None
1006,j,j,j
1007,None,None,j
1008,None,None,None
1009,None,None,None
1010,j,j,j
1011,None,None,None
1012,None,None,None
1013,None,None,None
1014,None,None,None
1015,None,None,None
1016,None,None,j
1017,None,None,None
1018,j,j,j
1019,None,None,None
1020,None,None,None
1021,j,None,None
1022,j,None,None
1023,None,None,None
1024,None,None,None
1025,None,None,None
1026,None,None,None
1027,None,None,None
1028,None,None,None
1029,None,None,None
1030,None,None,j
1031,j,j,j
1032,None,None,None
1033,None,None,None
1034,j,None,None
1035,None,None,None
1036,None,None,None
1037,None,None,None
1038,None,None,None
1039,None,j,None
1040,None,None,j
1041,None,j,None
1042,j,None,None
1043,None,None,None
1044,j,j,j
1045,None,None,None
1046,None,None,None
1047,None,None,j
1048,None,None,j
1049,None,None,None
1050,None,None,None
1051,None,None,None
1052,None,None,None
1053,None,None,None
1054,None,None,None
1055,None,None,None
1056,None,None,None
1057,None,None,None
1058,None,None,None
1059,None,None,None
1060,j,j,j
1061,None,None,None
1062,None,None,None
1063,None,None,None
1064,None,None,None
1065,j,j,j
1066,None,j,None
1067,None,None,None
1068,None,None,None
1069,None,None,None
1070,None,None,None
1071,None,j,j
1072,None,j,None
1073,None,None,None
1074,j,None,j
1075,j,j,None
1076,None,None,None
1077,None,None,None
1078,None,None,None
1079,None,None,None
1080,None,None,None
1081,None,None,None
1082,None,None,None
1083,None,None,None
1084,j,None,None
1085,None,None,None
1086,None,None,None
1087,None,j,None
1088,None,None,None
1089,None,None,None
1090,None,None,None
1091,j,None,j
1092,None,j,None
1093,j,None,None
1094,None,None,None
1095,None,None,None
1096,None,j,None
1097,None,j,j
1098,j,None,None
1099,None,None,None
1100,None,None,None
1101,None,None,None
1102,j,None,None
1103,None,None,None
1104,j,None,None
1105,None,None,None
1106,None,None,None
1107,None,None,None
1108,j,j,j
1109,None,None,j
1110,j,None,None
1111,None,None,None
1112,None,None,j
1113,j,None,None
1114,None,j,None
1115,None,j,None
1116,j,None,j
1117,None,None,j
1118,None,None,j
1119,None,None,None
1120,j,None,None
1121,None,None,None
1122,None,None,None
1123,j,j,None
1124,None,None,None
1125,None,j,None
1126,j,j,j
1127,None,None,None
1128,None,None,None
1129,None,None,None
1130,None,None,None
1131,None,None,j
1132,None,j,None
1133,None,None,None
1134,None,j,None
1135,None,None,None
1136,j,None,j
1137,None,None,None
1138,None,None,None
1139,None,j,None
1140,j,None,None
1141,None,None,None
1142,None,None,None
1143,None,None,None
1144,None,None,None
1145,j,j,j
1146,None,None,None
1147,None,None,None
1148,None,None,None
1149,None,None,None
1150,j,None,None
1151,None,None,None
1152,None,None,None
1153,j,j,j
1154,None,None,None
1155,None,None,None
1156,None,None,j
1157,j,None,None
1158,None,None,j
1159,None,None,None
1160,None,None,None
1161,None,None,None
1162,None,None,j
1163,None,None,None
1164,None,None,j
1165,None,None,None
1166,None,None,None
1167,None,None,None
1168,None,None,None
1169,None,j,j
1170,None,None,None
1171,None,None,None
1172,None,None,None
1173,None,None,None
1174,None,None,j
1175,None,None,None
1176,None,None,None
1177,None,None,None
1178,None,None,None
1179,j,None,j
1180,None,None,None
1181,None,None,None
1182,None,None,None
1183,None,None,None
1184,j,None,None
1185,None,None,None
1186,None,None,None
1187,None,None,None
1188,None,None,None
1189,None,None,None
1190,None,None,None
1191,None,None,None
1192,None,None,None
1193,j,j,j
1194,None,None,None
1195,None,None,None
1196,None,None,j
1197,j,None,None
1198,None,None,j
1199,None,None,None
