grating_freq,blocks_prac.thisRepN,blocks_prac.thisTrialN,blocks_prac.thisN,blocks_prac.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,repeat_freq.thisRepN,repeat_freq.thisTrialN,repeat_freq.thisN,repeat_freq.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,rest_loop.thisRepN,rest_loop.thisTrialN,rest_loop.thisN,rest_loop.thisIndex,instruct_prac_text.started,instruct_prac_text.stopped,b_instruct_text_2_.started,b_instruct_text_2_.stopped,prac_done_text.started,prac_done_text.stopped,instruct_text.started,instruct_text.stopped,fixation.started,fixation.stopped,grating.started,grating.stopped,blank.started,blank.stopped,resp.keys,resp.corr,resp.started,resp.stopped,direction,duration,trigger,stim_type,corr_ans,scaling,resp.rt,rest_text.started,rest_text.stopped,text_2.started,text_2.stopped,thx_txt.started,thx_txt.stopped,gender,age,participant,language,main_hand,nBlock_prac,file_suffix,date,expName,psychopyVersion,frameRate,
5,,,,,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,22.07517130021006,None,28.213010700419545,None,31.30105770006776,None,40.174117400310934,None,42.75168670061976,None,43.35816280078143,43.968493800610304,43.91875550057739,45.91996460035443,None,1,0.6095976401120424,2.61086434032768,increament,0.6,15,standard,None,100,,,,,,,,m,21,228,fr,r,0,raw,2022-07-06_10h44.25.935,oddball,2022.1.2,59.88282151800157,
5,,,,,0,0,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,45.93592800013721,None,46.569409999996424,47.17007340025157,47.15361279994249,49.15386270079762,None,1,0.6123926397413015,2.61257843952626,increament,0.6,15,standard,None,100,,,,,,,,m,21,228,fr,r,0,raw,2022-07-06_10h44.25.935,oddball,2022.1.2,59.88282151800157,
5,,,,,0,0,0,1,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,49.17087010014802,None,49.80421440023929,50.40437410026789,50.38778500072658,52.38831890001893,None,1,0.6109973397105932,2.611521139740944,increament,0.6,15,standard,None,100,,,,,,,,m,21,228,fr,r,0,raw,2022-07-06_10h44.25.935,oddball,2022.1.2,59.88282151800157,
5,,,,,0,0,0,1,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,52.4050678005442,None,52.971794799901545,53.57210660073906,53.55546970013529,55.556218000128865,None,1,0.6142455404624343,2.614968840032816,increament,0.6,15,standard,None,100,,,,,,,,m,21,228,fr,r,0,raw,2022-07-06_10h44.25.935,oddball,2022.1.2,59.88282151800157,
5,,,,,0,0,0,1,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,55.572939100675285,None,56.23997940029949,56.840098100714386,56.823764100670815,58.82415580004454,None,1,0.6129920408129692,2.6133395405486226,increament,0.6,15,standard,None,100,,,,,,,,m,21,228,fr,r,0,raw,2022-07-06_10h44.25.935,oddball,2022.1.2,59.88282151800157,
5,,,,,0,0,0,1,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,58.840995100326836,None,59.50816680025309,60.10819290019572,60.09139660000801,62.09245530050248,None,1,0.6124759400263429,2.613618940114975,increament,0.6,15,standard,None,100,,,,,,,,m,21,228,fr,r,0,raw,2022-07-06_10h44.25.935,oddball,2022.1.2,59.88282151800157,
5,,,,,0,0,0,1,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,62.10881320014596,None,62.72552530001849,63.57605370040983,63.543120900169015,65.5436093006283,j,1,0.8472320400178432,2.8476978400722146,increament,0.84,17,oddball,j,140,1.4230169001966715,,,,,,,m,21,228,fr,r,0,raw,2022-07-06_10h44.25.935,oddball,2022.1.2,59.88282151800157,
5,,,,,0,0,0,1,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,65.56005620025098,None,66.22699350025505,66.8276690999046,66.81125300005078,68.81131340004504,None,1,0.6136301402002573,2.6136374408379197,increament,0.6,15,standard,None,100,,,,,,,,m,21,228,fr,r,0,raw,2022-07-06_10h44.25.935,oddball,2022.1.2,59.88282151800157,
5,,,,,0,0,0,1,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,68.82814060058445,None,69.44512430019677,70.04525940027088,70.02844030037522,72.02908070012927,None,1,0.6126453401520848,2.6132634403184056,increament,0.6,15,standard,None,100,,,,,,,,m,21,228,fr,r,0,raw,2022-07-06_10h44.25.935,oddball,2022.1.2,59.88282151800157,
5,,,,,0,0,0,1,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,72.04579040035605,None,72.64617830049247,73.24663300067186,73.22963280044496,75.23037980031222,None,1,0.6115418402478099,2.61225454043597,increament,0.6,15,standard,None,100,,,,,,,,m,21,228,fr,r,0,raw,2022-07-06_10h44.25.935,oddball,2022.1.2,59.88282151800157,
5,,,,,0,0,0,1,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,75.24698649998754,None,75.93069360032678,76.53078300040215,76.51446420047432,78.5150508005172,None,1,0.607967839576304,2.6085611395537853,increament,0.6,15,standard,None,100,,,,,,,,m,21,228,fr,r,0,raw,2022-07-06_10h44.25.935,oddball,2022.1.2,59.88282151800157,
5,,,,,0,0,0,1,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,78.53167720045894,None,79.18193260021508,79.78265970014036,79.76575020048767,81.76606740057468,None,1,0.6106080403551459,2.6108542401343584,increament,0.6,15,standard,None,100,,,,,,,,m,21,228,fr,r,0,raw,2022-07-06_10h44.25.935,oddball,2022.1.2,59.88282151800157,
5,,,,,0,0,0,1,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,81.78300900012255,None,82.43304360006005,83.03338620066643,83.01693030074239,85.0176854999736,None,1,0.6121476404368877,2.6129276398569345,increament,0.6,15,standard,None,100,,,,,,,,m,21,228,fr,r,0,raw,2022-07-06_10h44.25.935,oddball,2022.1.2,59.88282151800157,
5,,,,,0,0,0,1,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,85.03413340076804,None,85.63491770066321,86.60132860019803,86.584751999937,88.58531400002539,j,1,0.9747787397354841,2.9753351397812366,increament,0.96,18,oddball,j,160,0.4854218000546098,,,,,,,m,21,228,fr,r,0,raw,2022-07-06_10h44.25.935,oddball,2022.1.2,59.88282151800157,
5,,,,,0,0,0,1,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,88.60190670005977,None,89.20252920035273,89.80264370050281,89.78583500068635,91.78692030068487,None,1,0.6107676392421126,2.6118890400975943,increament,0.6,15,standard,None,100,,,,,,,,m,21,228,fr,r,0,raw,2022-07-06_10h44.25.935,oddball,2022.1.2,59.88282151800157,
5,,,,,0,0,0,1,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,91.80360920075327,None,92.5868254005909,93.18724110070616,93.17067280039191,95.171427000314,None,1,0.6145646404474974,2.615357641130686,increament,0.6,15,standard,None,100,,,,,,,,m,21,228,fr,r,0,raw,2022-07-06_10h44.25.935,oddball,2022.1.2,59.88282151800157,
5,,,,,0,0,0,1,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,95.18810820020735,None,96.00483760051429,96.60506070032716,96.58857440017164,98.58892490062863,None,1,0.6139114396646619,2.6142070405185223,increament,0.6,15,standard,None,100,,,,,,,,m,21,228,fr,r,0,raw,2022-07-06_10h44.25.935,oddball,2022.1.2,59.88282151800157,
