grating_freq,blocks_prac.thisRepN,blocks_prac.thisTrialN,blocks_prac.thisN,blocks_prac.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,repeat_freq.thisRepN,repeat_freq.thisTrialN,repeat_freq.thisN,repeat_freq.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,rest_loop.thisRepN,rest_loop.thisTrialN,rest_loop.thisN,rest_loop.thisIndex,instruct_prac_text.started,instruct_prac_text.stopped,b_instruct_text_2_.started,b_instruct_text_2_.stopped,prac_done_text.started,prac_done_text.stopped,instruct_text.started,instruct_text.stopped,fixation.started,fixation.stopped,grating.started,grating.stopped,blank.started,blank.stopped,resp.keys,resp.corr,resp.started,resp.stopped,direction,duration,trigger,stim_type,corr_ans,scaling,resp.rt,rest_text.started,rest_text.stopped,text_2.started,text_2.stopped,thx_txt.started,thx_txt.stopped,gender,age,participant,language,main_hand,nBlock_prac,file_suffix,date,expName,psychopyVersion,frameRate,
20,,,,,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,25.6234214999713,None,68.48104849969968,None,71.91636499995366,None,74.46122539974749,None,79.15119439968839,None,79.86007970012724,80.46842540008947,80.40181799978018,82.40267099998891,None,1,0.6111673600971699,2.6120186601765454,decreament,0.6,41,standard,None,100,,,,,,,,m,20,222,fr,r,0,raw,2022-06-09_10h19.43.424,oddball,2022.1.2,60.04138035913312,
20,,,,,0,0,0,3,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,82.41913469973952,None,83.03642929997295,83.63614099984989,83.6198269999586,85.62080350005999,None,1,0.6093309596180916,2.61038875952363,decreament,0.6,41,standard,None,100,,,,,,,,m,20,222,fr,r,0,raw,2022-06-09_10h19.43.424,oddball,2022.1.2,60.04138035913312,
20,,,,,0,0,0,3,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,85.63786569982767,None,86.17080099973828,86.77076470013708,86.75400249985978,88.7552893999964,None,1,0.6118809599429369,2.613200859632343,decreament,0.6,41,standard,None,100,,,,,,,,m,20,222,fr,r,0,raw,2022-06-09_10h19.43.424,oddball,2022.1.2,60.04138035913312,
20,,,,,0,0,0,3,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,88.7716928999871,None,89.32157030003145,89.92191619984806,89.90541179990396,91.90633569983765,None,1,0.6141258594579995,2.6150516597554088,decreament,0.6,41,standard,None,100,,,,,,,,m,20,222,fr,r,0,raw,2022-06-09_10h19.43.424,oddball,2022.1.2,60.04138035913312,
20,,,,,0,0,0,3,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,91.92276419978589,None,92.55630439985543,93.15666229976341,93.13992339977995,95.14052739972249,None,1,0.6125849597156048,2.613149759825319,decreament,0.6,41,standard,None,100,,,,,,,,m,20,222,fr,r,0,raw,2022-06-09_10h19.43.424,oddball,2022.1.2,60.04138035913312,
20,,,,,0,0,0,3,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,95.1571553000249,None,95.75757999997586,96.3582450998947,96.34121949970722,98.34182289987803,None,1,0.6124009597115219,2.612997659482062,decreament,0.6,41,standard,None,100,,,,,,,,m,20,222,fr,r,0,raw,2022-06-09_10h19.43.424,oddball,2022.1.2,60.04138035913312,
20,,,,,0,0,0,3,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,98.3584742997773,None,99.0754750999622,99.67606099974364,99.65946300001815,101.66019559977576,None,1,0.6120120598934591,2.612736059818417,decreament,0.6,41,standard,None,100,,,,,,,,m,20,222,fr,r,0,raw,2022-06-09_10h19.43.424,oddball,2022.1.2,60.04138035913312,
20,,,,,0,0,0,3,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,101.6797104999423,None,102.21032160008326,102.81016239989549,102.79356870008633,104.79457189980894,None,1,0.6122901602648199,2.613309559877962,decreament,0.6,41,standard,None,100,,,,,,,,m,20,222,fr,r,0,raw,2022-06-09_10h19.43.424,oddball,2022.1.2,60.04138035913312,
20,,,,,0,0,0,3,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,104.8112967996858,None,105.57823899993673,106.17809960013255,106.16127069992945,108.16228569997475,None,1,0.6117428597062826,2.612803059630096,decreament,0.6,41,standard,None,100,,,,,,,,m,20,222,fr,r,0,raw,2022-06-09_10h19.43.424,oddball,2022.1.2,60.04138035913312,
20,,,,,0,0,0,3,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,108.17942709987983,None,108.74594380008057,109.34602649975568,109.32944469992071,111.32996889995411,None,1,0.6128440597094595,2.6133481594733894,decreament,0.6,41,standard,None,100,,,,,,,,m,20,222,fr,r,0,raw,2022-06-09_10h19.43.424,oddball,2022.1.2,60.04138035913312,
20,,,,,0,0,0,3,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,111.34706569975242,None,111.9972032001242,112.5972198001109,112.58102259971201,114.58141759969294,None,1,0.608905459754169,2.6092864596284926,decreament,0.6,41,standard,None,100,,,,,,,,m,20,222,fr,r,0,raw,2022-06-09_10h19.43.424,oddball,2022.1.2,60.04138035913312,
