direction,duration,trigger,stim_type,grating_freq,corr_ans,resp.rt,resp.keys,resp.corr,sim_resp,best_model
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,0.8940099002793431,j,0.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,0.6373680997639894,j,0.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.84,27.0,oddball,10.0,j,0.671254999935627,j,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.96,28.0,oddball,10.0,j,0.4518026998266577,j,1.0,j,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.72,26.0,oddball,10.0,j,None,None,0.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.48,24.0,oddball,10.0,j,None,None,0.0,j,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.36,23.0,oddball,10.0,j,0.7771112001501024,j,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.24,22.0,oddball,10.0,j,0.8014330002479255,j,1.0,j,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.84,27.0,oddball,10.0,j,0.7817723001353443,j,1.0,j,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.72,26.0,oddball,10.0,j,0.567603399977088,j,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,0.4532808000221848,j,0.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.96,28.0,oddball,10.0,j,0.2007190999574959,j,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.24,22.0,oddball,10.0,j,0.8640387002378702,j,1.0,j,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.48,24.0,oddball,10.0,j,1.0621168999932706,j,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,0.5863260999321938,j,0.0,j,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.36,23.0,oddball,10.0,j,0.7261047000065446,j,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.96,28.0,oddball,10.0,j,0.4217567997984588,j,1.0,j,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.72,26.0,oddball,10.0,j,None,None,0.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.84,27.0,oddball,10.0,j,0.273213000036776,j,1.0,j,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.48,24.0,oddball,10.0,j,0.8283803001977503,j,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.36,23.0,oddball,10.0,j,None,None,0.0,j,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.24,22.0,oddball,10.0,j,0.6075963997282088,j,1.0,j,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.84,27.0,oddball,10.0,j,None,None,0.0,j,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.96,28.0,oddball,10.0,j,0.6309656999073923,j,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.72,26.0,oddball,10.0,j,None,None,0.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.24,22.0,oddball,10.0,j,0.8405622998252511,j,1.0,j,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.36,23.0,oddball,10.0,j,0.8034566999413073,j,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.48,24.0,oddball,10.0,j,None,None,0.0,j,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
decreament,0.6,21.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
increament,0.6,25.0,standard,10.0,None,None,None,1.0,None,novel
