direction,duration,trigger,stim_type,grating_freq,corr_ans,resp.rt,resp.keys,resp.corr,sim_resp,best_model
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,0.0803950999397784,j,0.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.96,18.0,oddball,5.0,j,None,None,0.0,j,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,0.1872147000394761,j,0.0,None,novel
increament,0.6,15.0,standard,5.0,None,0.1561173999216407,j,0.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.84,17.0,oddball,5.0,j,None,None,0.0,j,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,0.3703709999099374,j,0.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.72,16.0,oddball,5.0,j,None,None,0.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.36,13.0,oddball,5.0,j,0.2821814997587353,j,1.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.6,11.0,standard,5.0,None,0.6486947999801487,j,0.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.6,11.0,standard,5.0,None,0.9558089999482036,j,0.0,None,novel
decreament,0.6,11.0,standard,5.0,None,0.4246108999941498,j,0.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.6,11.0,standard,5.0,None,1.0107168997637928,j,0.0,None,novel
decreament,0.6,11.0,standard,5.0,None,0.8480428999755532,j,0.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.6,11.0,standard,5.0,None,0.6617811999749392,j,0.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.24,12.0,oddball,5.0,j,0.6615802999585867,j,1.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
decreament,0.48,14.0,oddball,5.0,j,None,None,0.0,None,novel
decreament,0.6,11.0,standard,5.0,None,0.5425507000181824,j,0.0,None,novel
decreament,0.6,11.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,j,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,0.2771131996996701,j,0.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
increament,0.6,15.0,standard,5.0,None,0.2486315998248756,j,0.0,None,novel
increament,0.6,15.0,standard,5.0,None,None,None,1.0,None,novel
